constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, 0.3, 0.4, 10], [3.0, 9.9, 1.0, 300], [0.01, 0.05, 0.01, 10], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  1  2  3  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
   190       49.38     1.590000  3.150000  0.900000  50.000000        89.20     43.87     45.40      9.07     -7.22     80.10     50.95     79.67     91.20     11.54 
   191       49.16     1.410000  4.100000  0.920000  70.000000        92.60     47.87     46.60      5.07      5.00     71.70     42.06     77.02     93.29     10.43 
   192       60.53     1.030000  4.850000  1.000000  80.000000        93.80     49.87     73.00     24.53     25.00     69.80     71.35     82.33     83.13     32.47 
   193       52.04     1.180000  3.950000  0.990000  110.000000        93.20     56.93     64.60      4.00     -2.22     71.50     52.30     75.05     85.85     19.20 
   194       57.15     1.070000  5.450000  1.000000  90.000000        80.00     56.40     65.60     26.93     22.78     75.30     57.38     75.16     94.15     17.84 
   195       52.92     1.020000  6.650000  0.930000  70.000000        93.60     60.00     59.60     19.73     -3.33     66.20     51.35     68.91     90.07     23.02 
   196       54.20     1.290000  5.300000  0.940000  100.000000        91.20     61.47     64.80     10.67     11.11     74.20     42.78     75.42     91.47     18.89 
   197       51.03     1.380000  6.650000  0.950000  110.000000        65.80     64.00     41.60     14.40     10.56     73.00     63.81     68.55     88.03     20.56 
   198       51.39     0.670000  5.350000  0.950000  120.000000        96.80     74.67     58.60    -17.33     17.78     28.10     53.02     72.76     88.93     40.56 
   199       53.70     0.930000  6.550000  0.960000  90.000000        92.20     58.00     70.00     10.93     23.33     49.30     50.24     74.22     85.17     23.58 
   200       51.40     1.020000  7.750000  0.910000  60.000000        80.00     61.87     80.00    -13.33     10.00     62.80     48.10     66.65     88.07     29.81 
   201       46.66     0.680000  8.450000  0.960000  60.000000        89.40     70.40     73.00     -4.53    -20.56     29.00     59.37     66.15     79.59     24.75 
   202       51.54     1.150000  6.650000  0.960000  80.000000        87.20     68.93     63.60     11.20     -5.56     49.80     52.54     73.53     93.29     20.86 
   203       53.65     1.170000  6.800000  1.000000  110.000000        93.80     53.60     75.20      8.53    -18.89     68.60     60.16     74.62     92.88     27.96 
   204       52.08     0.870000  7.400000  0.990000  100.000000        82.80     76.27     76.60     14.40    -28.33     54.30     46.59     75.24     90.02     32.90 
   205       60.74     0.810000  6.750000  0.970000  90.000000        99.60     69.73     76.00      8.00     31.67     67.20     53.89     75.35     88.34     37.65 
   206       56.15     0.640000  7.850000  0.910000  120.000000        83.60     84.93     74.80      8.00     31.67     36.10     45.40     66.40     86.26     44.32 
   207       57.45     0.700000  6.450000  0.940000  80.000000        83.80     86.27     59.40     26.93      3.89     55.70     60.71     67.49     88.89     41.42 
   208       46.90     0.530000  6.800000  0.960000  60.000000        35.20     75.20     77.40     -1.33     25.56      8.90     44.44     72.91     80.77     50.00 
   209       47.44     1.130000  7.250000  0.970000  110.000000        68.60     46.53     60.20     13.33      5.00     54.10     46.11     75.60     89.71     15.25 
   210       53.17     0.770000  7.900000  0.960000  120.000000        73.60     69.07     67.60     31.20     23.33     33.80     54.52     62.55     97.55     18.52 
   211       47.98     0.960000  7.050000  0.940000  110.000000        85.00     53.07     70.00      6.67    -17.22     47.60     60.40     63.05     88.44     22.84 
   212       53.69     1.150000  7.250000  0.960000  110.000000        89.60     64.67     53.20     11.47      2.78     76.30     57.38     70.62     89.12     21.79 
   213       51.59     0.580000  6.400000  0.910000  90.000000       104.20     76.00     78.40     28.27    -30.56     24.00     55.00     62.36     83.17     35.06 
   214       51.51     0.490000  5.950000  0.980000  60.000000        51.20     75.87     72.80     21.07      6.11     27.00     51.98     68.87     89.61     50.56 
   215       51.29     0.830000  6.900000  0.920000  70.000000        84.20     78.00     68.00    -14.13     10.56     52.40     52.86     75.13     84.58     21.36 
   216       48.78     1.050000  6.650000  0.880000  40.000000        92.20     51.33     46.00     11.47      1.11     58.90     45.24     71.42     87.35     22.78 
   217       48.06     0.910000  7.650000  0.940000  50.000000        82.80     52.80     51.40     20.27    -24.44     52.20     63.10     71.38     91.25     19.81 
   218       51.32     0.580000  8.200000  0.940000  60.000000        75.40     62.80     51.40     33.07    -14.44     47.20     57.06     60.58     89.84     50.25 
   219       54.32     0.270000  9.200000  0.990000  60.000000        78.00     92.80     63.20     56.80     36.67     -1.60     32.22     37.85     87.80     59.44 
   220       47.77     0.340000  9.850000  0.930000  60.000000        52.00     79.47     63.20     29.07     23.89      4.70     53.89     23.96     90.29     57.22 
   221       49.73     0.620000  8.300000  0.950000  90.000000        71.20     75.07     87.20     -8.27      1.67     30.50     54.92     60.07     85.85     39.14 
   222       50.23     0.490000  9.050000  0.960000  50.000000        55.20     81.07     75.60     32.27      3.89     26.60     57.30     45.05     84.81     40.49 
   223       19.60     0.030000  8.950000  0.980000  50.000000        38.80     19.33     44.80     -7.73    -14.44      7.60     -7.06     15.24     89.39     10.12 
   224       53.58     0.430000  9.150000  1.000000  90.000000        70.40     78.67     93.80     54.93    -12.78     18.10     38.33     56.29     88.84     49.26 
   225       50.63     0.450000  9.400000  0.980000  110.000000        89.60     86.53     78.80     15.20      1.67     19.70     41.98     43.38     85.31     44.14 
   226       51.06     0.770000  9.850000  0.970000  140.000000        89.20     80.53     68.00      7.47     -4.44     40.20     39.60     63.02    100.41     26.60 
   227       46.67     0.570000  9.500000  0.940000  140.000000        76.80     67.33     94.20     14.40    -13.89      9.40     51.75     45.71     82.99     38.02 
