constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, 0.3, 0.4, 10], [3.0, 9.9, 1.0, 300], [0.01, 0.05, 0.01, 10], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  1  2  3  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
   190       54.79     0.580000  2.150000  0.550000  130.000000        82.80     74.53     83.00     17.60     21.11     32.80     39.05     61.38     94.42     41.23 
   191       46.24     0.330000  2.100000  0.500000  160.000000        19.60     94.27     54.60     45.07      0.00     10.10     25.24     60.91     91.16     61.42 
   192       48.79     0.910000  3.350000  0.600000  150.000000        91.40     46.40     52.80      1.33      5.00     43.80     60.48     76.95     88.44     21.36 
   193       52.95     0.590000  2.200000  0.560000  160.000000        78.20     70.80     64.20     22.93     -8.33     56.80     52.86     61.42     87.21     43.46 
   194       56.28     0.770000  2.800000  0.510000  140.000000        93.20     64.00     73.40      4.00     12.22     69.10     64.13     66.15     84.40     32.16 
   195       55.67     0.710000  2.600000  0.450000  120.000000       102.20     83.60     71.60     16.00     17.22     34.90     45.00     70.87     78.68     36.67 
   196       51.85     0.760000  1.400000  0.450000  150.000000        82.60     64.93     70.00     -4.27    -28.89     66.70     66.03     78.58     91.20     31.60 
   197       54.79     0.460000  1.850000  0.520000  140.000000        98.00     77.60     69.60     31.20     -7.78     39.00     48.65     57.31     89.52     44.81 
   198       53.75     0.560000  2.500000  0.590000  140.000000        90.80     76.13     83.40      5.87     13.33     25.50     51.35     66.91     87.80     36.42 
   199       57.56     0.550000  1.850000  0.610000  130.000000       102.20     77.07     77.40     20.80     24.44     40.90     52.78     59.09     87.30     33.64 
   200       50.54     0.150000  2.000000  0.630000  160.000000        87.80     88.13     20.80     53.07     51.67      7.30      4.60     50.29     97.96     43.83 
   201       53.23     0.940000  0.950000  0.680000  170.000000        90.00     68.00     66.40      5.60     -2.22     60.20     63.33     64.47     87.85     28.64 
   202       56.95     0.610000  1.000000  0.610000  140.000000        77.80     72.27     63.20     21.60      9.44     56.10     60.32     72.11     91.25     45.37 
   203       51.05     0.320000  1.750000  0.610000  140.000000        49.00     77.87     71.00     34.93      0.00     16.60     51.35     56.00     93.33     60.43 
   204       49.62     0.400000  2.600000  0.570000  130.000000        37.40     81.47     70.40     22.93     -5.00     39.20     51.35     50.33     93.06     55.06 
   205       39.74     0.130000  1.800000  0.590000  140.000000        47.80     70.93     59.80     14.67     -1.67     14.90     26.35     47.09     88.39     29.14 
   206       47.53     0.250000  2.700000  0.630000  110.000000        78.40     87.07     65.20     37.07    -23.89      9.50     39.60     38.80     85.17     58.33 
   207       46.17     0.320000  2.250000  0.610000  150.000000        86.20     69.47     98.00     -7.20    -12.22     10.50     31.43     46.98     80.68     57.90 
   208       56.33     0.720000  3.200000  0.510000  160.000000        87.80     66.27     72.60     44.27      0.56     42.90     56.43     71.35     94.88     26.23 
   209       51.18     0.970000  3.400000  0.460000  190.000000        93.40     59.73     75.00      1.87    -16.67     67.20     55.24     63.31     87.94     24.81 
   210       54.27     0.470000  3.350000  0.510000  170.000000        81.40     94.53     66.40      2.93     42.78      4.00     46.90     56.33     96.28     51.17 
   211       49.17     0.550000  3.300000  0.510000  180.000000        51.20     76.13     57.00     42.67     13.89     17.90     43.25     65.20     84.49     40.00 
   212       54.98     0.710000  2.550000  0.520000  140.000000        99.40     73.07     72.00     11.73     -1.11     45.30     55.79     73.93     81.59     38.15 
   213       58.15     0.400000  1.550000  0.560000  110.000000        70.40     91.47     69.60     37.07     39.44     27.50     42.14     57.89     95.01     50.99 
   214       30.03     0.080000  0.850000  0.610000  140.000000        39.60     58.40     22.80      3.47     40.00      4.90      0.40     30.18     86.21     14.32 
   215       55.01     0.700000  0.550000  0.540000  100.000000        78.00     79.73     64.40     -5.87     12.78     67.80     50.32     75.35     87.71     39.88 
   216       55.73     0.750000  1.700000  0.560000  110.000000        94.20     73.07     69.00      7.47     -3.33     62.70     52.70     78.18     89.61     33.70 
   217       52.01     0.910000  2.250000  0.590000  140.000000        85.00     66.80     60.00     -0.27    -17.78     74.50     52.38     75.31     95.24     28.95 
   218       53.27     0.760000  2.150000  0.580000  120.000000        62.40     69.33     78.00     25.87    -22.78     66.10     58.73     76.29     89.98     28.77 
   219       54.36     0.950000  2.900000  0.580000  130.000000        98.00     78.00     62.80    -10.67      3.33     61.30     62.30     77.85     86.30     24.38 
   220       52.44     0.680000  1.900000  0.540000  140.000000        88.40     70.53     64.20     12.00    -14.44     67.00     53.65     67.71     83.58     31.79 
   221       49.31     1.220000  3.250000  0.570000  140.000000        84.40     56.27     55.40      7.73    -11.67     69.00     42.62     70.58     93.92     24.81 
   222       53.30     1.260000  2.350000  0.580000  120.000000        80.20     64.53     62.80     18.67     14.44     72.50     54.60     71.82     72.52     20.93 
   223       49.04     1.360000  2.050000  0.520000  140.000000        89.80     48.13     59.60     15.73    -31.11     71.50     55.79     73.20     89.30     18.46 
   224       51.71     1.180000  1.400000  0.640000  150.000000        76.60     56.67     49.00      6.40     13.89     75.00     57.86     73.09     90.34     18.21 
   225       48.08     1.130000  2.450000  0.580000  140.000000        90.00     54.27     67.00      2.93    -20.00     59.20     42.14     76.62     85.44     23.21 
   226       55.53     1.080000  2.450000  0.630000  130.000000        83.20     73.60     69.60      9.60      8.33     68.50     56.75     79.24     84.99     21.48 
   227       46.48     1.280000  2.600000  0.590000  130.000000        88.20     51.20     49.80     -9.87     -0.00     63.10     43.17     71.60     85.17     22.41 
   228       52.45     1.070000  3.000000  0.640000  100.000000        76.20     54.80     42.80     24.53     -7.22     87.70     50.08     84.95     87.76     22.90 
   229       54.22     0.910000  3.200000  0.630000  120.000000        94.60     46.00     74.20     29.60      4.44     56.10     58.41     70.65     83.90     24.32 
   230       50.33     1.220000  3.200000  0.660000  150.000000        81.40     68.00     55.60     20.80    -17.78     69.00     54.60     73.82     84.08     13.77 
   231       53.58     0.620000  2.300000  0.570000  90.000000        94.80     76.40     78.40      6.13    -17.22     50.10     49.37     73.78     85.58     38.46 
   232       52.81     1.070000  4.200000  0.610000  120.000000        76.80     46.93     55.00     21.33     15.00     77.40     51.03     69.64     94.29     20.68 
   233       50.94     1.160000  4.550000  0.650000  110.000000        74.20     63.87     55.00     15.20    -18.89     76.10     56.67     78.11     90.11     19.07 
   234       56.90     0.860000  3.500000  0.660000  120.000000        90.60     60.00     67.00     37.87     26.11     46.40     61.27     73.56     78.28     27.90 
   235       52.60     0.890000  3.700000  0.610000  140.000000       100.80     68.00     53.20      7.47      5.00     52.00     50.08     76.04     88.25     25.12 
   236       50.00     1.060000  3.800000  0.700000  100.000000        95.40     54.93     59.40     10.93     -8.33     44.40     65.00     68.91     92.20     17.16 
   237       57.88     0.950000  3.600000  0.620000  90.000000        90.80     68.80     71.60     19.47     11.67     70.20     59.68     72.76     85.26     28.58 
   238       61.27     0.680000  3.300000  0.630000  110.000000        98.60     79.20     78.00     13.60     35.56     68.60     43.41     66.36     92.20     37.16 
   239       50.60     0.510000  4.050000  0.620000  100.000000        77.40     62.27     71.80     17.60     36.11     -1.70     41.98     60.33     95.37     44.88 
   240       47.77     0.750000  4.350000  0.580000  120.000000        74.60     72.13     76.80      7.73    -33.89     40.60     51.83     60.69     95.42     31.79 
   241       55.76     0.750000  2.400000  0.570000  120.000000        64.20     69.20     90.80     18.40     -6.11     47.50     69.29     78.69     88.39     37.28 
   242       56.03     0.590000  3.950000  0.570000  100.000000        68.40     79.60     54.60     48.00     18.89     27.30     57.22     72.76     93.02     40.49 
   243       54.10     0.750000  3.200000  0.610000  120.000000        64.40     80.27     74.80     26.93     -1.67     43.50     52.70     74.18     94.06     31.85 
   244       59.21     0.680000  3.850000  0.680000  100.000000        96.80     65.07     89.20      7.73     14.44     53.40     60.79     74.40     86.21     44.07 
   245       53.95     0.430000  2.700000  0.670000  100.000000        83.40     87.87     66.20     39.20     -8.89     30.40     37.46     66.73     89.48     47.65 
   246       53.74     0.770000  2.600000  0.640000  110.000000        82.40     78.80     71.60     23.20    -18.33     53.90     56.43     76.98     82.99     29.44 
   247       45.53     0.390000  3.800000  0.640000  120.000000        68.40     89.47     61.20     -6.13    -24.44     17.70     43.97     49.75     95.24     60.12 
   248       58.58     0.840000  2.400000  0.610000  140.000000       105.60     72.13     65.20     27.47     -2.22     71.30     54.52     74.76     88.80     28.21 
   249       58.54     0.890000  3.300000  0.610000  150.000000        92.60     57.33     72.60     16.27     44.44     59.60     56.75     70.18     87.53     28.09 
   250       52.54     0.740000  3.050000  0.610000  140.000000        65.00     56.27     76.40     17.87      2.78     46.80     53.65     82.65     89.39     34.63 
   251       51.08     0.680000  3.200000  0.660000  170.000000        78.40     69.87     66.00     17.87    -10.00     42.70     53.02     71.45     86.85     34.69 
   252       50.52     0.800000  3.950000  0.590000  130.000000        78.20     74.80     56.80      4.53    -10.00     54.40     56.98     70.25     85.17     34.07 
   253       57.81     0.650000  3.350000  0.600000  120.000000        85.20     68.53     77.60     17.07     31.67     48.30     44.52     74.11     87.12     43.95 
   254       55.86     0.440000  2.500000  0.560000  100.000000        56.60     86.53     97.00     33.33     -5.00     34.40     44.68     71.60     88.80     50.62 
   255       50.84     0.490000  3.250000  0.650000  110.000000        73.40     79.33     53.80     33.33    -20.56     33.20     54.52     66.51     86.12     48.77 
   256       53.56     0.700000  2.800000  0.580000  140.000000        69.20     61.20     69.40     19.20     -3.33     59.40     50.79     82.62     89.93     37.22 
   257       46.72     0.420000  3.250000  0.620000  120.000000        62.20     71.07     60.40     31.73      3.33     20.00     35.79     55.09     81.95     45.62 
   258       49.00     0.520000  3.350000  0.630000  130.000000        42.40     75.73     66.60     23.47     -8.33     34.80     50.71     72.15     96.15     36.30 
   259       56.81     0.750000  2.850000  0.550000  120.000000       101.60     77.87     71.60     19.47     -1.11     54.00     58.81     75.60     85.31     24.94 
   260       53.01     0.930000  3.300000  0.510000  150.000000        88.20     76.80     61.80     10.93     -3.89     57.00     56.98     71.96     90.88     19.38 
   261       54.66     0.900000  2.750000  0.530000  100.000000        87.40     63.60     79.40     13.60     -6.67     55.40     55.87     79.71     89.43     28.89 
   262       58.67     0.690000  3.100000  0.510000  120.000000        84.80     77.60     76.40     18.67     31.11     38.80     55.48     73.16     94.24     36.42 
   263       56.85     0.890000  3.150000  0.480000  140.000000        97.80     70.00     58.00     20.53     26.67     67.90     47.14     64.98     94.15     21.30 
   264       51.39     0.620000  2.750000  0.550000  110.000000        93.00     67.07     73.80     17.07     -8.89     25.50     53.02     69.75     85.85     37.72 
   265       55.40     0.730000  2.900000  0.510000  140.000000        93.20     61.60     62.40      9.87      8.89     56.20     58.17     73.27     87.66     42.72 
   266       55.42     0.820000  2.550000  0.470000  140.000000        86.80     65.20     84.40      6.13     -2.78     64.80     51.43     80.69     85.44     32.10 
   267       53.19     0.590000  2.550000  0.520000  120.000000        69.40     53.60     79.20      5.60     20.00     42.90     63.25     70.07     81.81     46.05 
   268       63.12     0.600000  2.700000  0.510000  100.000000        92.60     86.53     75.80     51.20     16.67     44.80     53.65     73.13     98.50     38.33 
   269       55.21     0.500000  3.200000  0.460000  110.000000        77.60     83.73     67.40     12.00     29.44     24.20     68.73     54.25     91.75     43.02 
   270       48.66     0.450000  2.850000  0.540000  100.000000        54.00     83.33     83.60      2.93      8.33     29.20     32.94     54.65     92.02     45.56 
   271       56.43     0.690000  2.750000  0.460000  100.000000       100.40     85.60     79.00      6.93     15.56     39.40     48.25     65.82     87.89     35.49 
   272       51.14     0.560000  3.400000  0.560000  90.000000        96.80     74.53     75.60      9.87    -19.44     31.40     54.13     60.58     91.61     36.30 
   273       50.01     0.830000  2.900000  0.530000  90.000000        92.40     55.87     58.60     -0.53     -7.78     59.40     48.02     75.96     86.67     31.48 
   274       50.85     0.430000  2.150000  0.530000  120.000000        68.20     84.13     78.00     -1.87    -15.00     50.30     41.83     65.38     86.94     50.56 
   275       50.93     0.790000  3.250000  0.530000  110.000000        86.00     64.00     63.60     24.27    -18.89     31.40     55.24     73.67     91.52     38.52 
   276       45.36     0.380000  2.550000  0.550000  80.000000        49.40     81.47     50.20     20.80    -31.11     35.80     38.73     63.56     94.83     49.94 
   277       58.74     0.840000  2.000000  0.500000  120.000000        86.00     57.33     55.60     39.20     13.89     79.60     54.52     76.80     91.34     33.15 
   278       48.87     0.800000  2.950000  0.480000  100.000000        70.20     55.73     76.60      8.00     -1.67     42.80     47.70     73.05     87.07     29.20 
   279       48.64     0.790000  3.150000  0.540000  80.000000        83.20     58.93     78.00      3.73    -31.11     49.40     57.46     72.04     77.10     37.65 
   280       61.81     0.680000  2.300000  0.510000  90.000000        87.60     82.27     72.00     35.73     27.78     57.00     65.24     73.38     81.95     35.19 
   281       53.10     0.480000  2.000000  0.540000  120.000000        86.60     69.33     95.80     12.00    -17.22     39.10     42.22     65.93     90.84     46.36 
   282       54.91     0.470000  2.350000  0.470000  110.000000        74.20     77.07     70.80     37.33      6.11     42.30     50.56     50.18     93.92     46.67 
   283       55.83     0.750000  2.450000  0.480000  90.000000        93.20     59.73     61.00     22.40     -4.44     68.70     57.70     85.16     84.81     30.00 
