constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, 0.3, 0.4, 10], [3.0, 9.9, 1.0, 300], [0.01, 0.05, 0.01, 10], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  1  2  3  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
   190       39.45     1.930000  3.500000  0.740000  280.000000        86.40     37.73     51.20    -16.00    -42.78     72.90     39.29     66.69     87.94     11.17 
   191       49.07     1.540000  3.900000  0.830000  250.000000        84.40     62.80     53.40     -8.80     14.44     75.10     35.95     65.05     95.92     12.47 
   192       46.42     1.990000  3.800000  0.840000  200.000000        87.20     22.93     49.00     26.13      6.11     76.10     33.73     68.18     80.41     14.38 
   193       44.36     2.020000  4.150000  0.760000  250.000000        83.20     49.87     43.80    -11.20     13.33     72.60     42.46     62.04     76.78     10.68 
   194       50.30     1.520000  2.700000  0.770000  250.000000        83.40     52.27     50.60     13.87      0.56     75.50     46.11     70.04     99.77     10.93 
   195       49.51     1.480000  2.250000  0.820000  280.000000        74.40     36.13     45.00     12.27     36.11     66.70     53.25     63.67     94.01     13.52 
   196       48.75     1.420000  2.650000  0.770000  250.000000        86.80     52.13     37.00     24.53    -15.00     73.90     54.29     68.18     86.98     18.64 
   197       50.84     1.370000  2.250000  0.730000  240.000000        87.60     48.67     51.20     30.93    -16.67     77.60     52.06     71.75     90.25     15.00 
   198       52.91     1.120000  1.000000  0.690000  240.000000        85.00     57.47     69.80     21.87     -4.44     53.40     59.37     67.42     92.97     26.30 
   199       51.37     1.260000  1.050000  0.640000  270.000000        87.40     65.47     47.60      4.80      7.22     65.10     54.60     68.44     85.58     27.53 
   200       55.63     1.240000  1.950000  0.650000  210.000000        94.00     72.67     50.80      8.53     26.67     66.40     56.59     65.89     94.83     19.94 
   201       51.55     0.900000  3.000000  0.590000  190.000000        95.80     65.87     63.20    -11.20    -10.00     60.40     54.68     75.35     88.30     33.15 
   202       48.16     1.260000  2.000000  0.630000  240.000000        81.60     42.13     46.40      8.27     -0.00     60.80     51.98     68.87     96.69     24.88 
   203       59.88     0.900000  0.900000  0.660000  260.000000        90.60     60.53     69.80     16.53     21.11     76.00     67.62     75.09     86.80     34.69 
   204       57.92     0.710000  0.350000  0.720000  290.000000        64.80     78.00     79.20     28.53    -11.11     35.40     72.14     70.15     90.16     71.98 
   205       51.12     1.030000  1.150000  0.620000  250.000000        83.80     51.47     54.40    -16.00     12.22     71.10     58.57     76.55     94.51     24.57 
   206       59.62     0.910000  0.550000  0.680000  250.000000        79.00     79.07     73.20     14.40     17.22     69.80     57.22     70.80     89.84     45.68 
   207       55.30     0.770000  0.750000  0.630000  240.000000        80.80     64.13     82.20     -2.93      8.89     49.00     65.63     72.00     90.84     42.41 
   208       55.38     0.870000  0.800000  0.750000  220.000000        81.40     61.20     79.60     16.27     13.33     61.90     54.29     67.13     83.76     34.88 
   209       49.93     1.080000  1.100000  0.620000  250.000000        81.40     56.00     67.40      6.93    -23.89     75.50     49.92     65.67    100.14     20.19 
   210       62.55     0.770000  1.550000  0.740000  280.000000        94.20     96.13     82.80     37.60      2.22     46.40     67.30     73.13     92.52     33.21 
   211       58.74     0.910000  0.600000  0.730000  280.000000        81.00     70.53     72.80     27.20     17.22     35.70     65.32     67.89     94.56     55.19 
   212       46.86     0.670000  1.850000  0.790000  280.000000        75.80     73.87     72.00    -12.27    -31.67     37.30     66.27     72.15     87.48     27.65 
   213       58.42     0.660000  1.250000  0.690000  260.000000        73.40     92.27     72.00      9.60      1.11     54.10     69.05     70.76     94.92     46.98 
   214       52.71     0.520000  2.050000  0.760000  260.000000        88.00     79.73     63.80     23.20     -0.00     19.60     59.29     65.56     83.27     44.63 
   215       51.08     0.440000  1.200000  0.720000  270.000000        37.00     91.60     62.00     32.53      6.11     22.50     55.71     59.13     88.39     55.80 
   216       53.11     0.660000  1.200000  0.680000  260.000000        78.60     87.20     64.00      0.80     -4.44     43.50     59.60     76.58     82.40     42.90 
   217       50.92     0.420000  2.250000  0.770000  260.000000        74.40     84.13     87.60      6.93      1.67      6.10     46.90     65.24     84.40     51.85 
   218       60.58     0.860000  1.050000  0.780000  260.000000        85.80     77.47     83.00     28.53     -5.00     70.50     59.44     74.47     83.90     47.72 
   219       57.87     1.140000  0.400000  0.820000  240.000000        76.00     75.87     57.80     17.60     17.78     67.60     59.21     68.47     89.61     48.77 
   220       51.27     1.210000  1.200000  0.730000  250.000000        92.00     44.27     39.40     25.87      9.44     66.40     55.79     66.98     88.66     23.89 
   221       53.23     1.020000  1.500000  0.740000  280.000000        89.40     65.87     66.20     -1.07      5.00     74.20     46.51     75.16     79.27     31.79 
   222       46.44     1.230000  2.050000  0.720000  250.000000        67.40     45.33     55.00     30.67    -25.00     64.40     48.89     68.65     89.39     19.63 
   223       52.62     0.890000  2.050000  0.770000  280.000000        91.80     71.33     58.00     11.20    -24.44     66.10     61.75     76.25     90.20     24.01 
   224       54.58     0.580000  2.650000  0.810000  270.000000        87.80     80.67     82.60     11.20     -2.22     25.20     54.60     67.38     92.02     46.54 
   225       55.37     0.830000  2.100000  0.750000  250.000000       101.60     62.27     83.80     26.93    -11.11     50.90     51.75     72.04     87.07     28.46 
   226       51.25     0.940000  2.750000  0.780000  240.000000        86.40     73.60     65.40      6.93    -17.22     63.90     49.44     73.82     85.80     24.38 
   227       51.32     0.830000  2.850000  0.700000  270.000000        90.40     66.67     55.00      1.33     27.22     34.80     48.49     75.13     87.94     26.17 
   228       49.56     1.030000  2.200000  0.700000  260.000000        94.60     64.53     51.40     -7.20     -2.78     55.50     56.98     73.05     88.12     21.36 
   229       57.56     0.650000  1.400000  0.790000  230.000000        91.80     61.07     91.00     34.67      6.11     40.20     63.41     71.05     78.96     37.28 
   230       52.22     0.350000  1.800000  0.810000  220.000000        87.40     83.20     75.00      4.00      7.22      7.50     58.10     60.11     92.06     47.65 
   231       55.33     0.420000  2.450000  0.850000  240.000000        86.60     79.73     76.80     28.53     -1.11     26.30     37.30     68.04     88.71     62.41 
   232       56.44     0.810000  1.500000  0.750000  250.000000        85.60     57.73     80.00      6.93     16.11     47.40     71.75     69.42    101.41     28.09 
   233       56.84     0.970000  0.800000  0.740000  270.000000        91.40     78.80     68.20     28.27     10.00     56.30     57.46     65.09     79.59     33.27 
   234       50.93     1.160000  1.650000  0.800000  280.000000        90.80     61.60     57.20      1.07     -2.78     68.90     47.70     72.07     89.93     22.78 
   235       55.12     1.070000  0.950000  0.770000  280.000000        76.60     71.87     50.40      4.00     17.22     69.10     64.13     71.82     96.96     29.07 
   236       53.15     1.030000  1.800000  0.710000  260.000000        78.40     54.27     52.00     20.80      0.56     79.40     59.52     76.25     89.16     21.17 
   237       53.69     0.920000  1.800000  0.790000  270.000000        88.40     78.93     59.40      0.80      3.33     72.80     44.21     69.38     87.80     31.85 
   238       54.62     1.200000  1.050000  0.830000  260.000000        82.40     72.53     58.00      4.00     11.11     59.30     68.49     63.60     87.48     39.26 
   239       51.35     1.280000  0.700000  0.850000  290.000000        90.20     69.60     38.20     10.67    -14.44     63.60     54.92     64.80     84.08     51.91 
   240       49.01     1.340000  1.400000  0.830000  260.000000        77.60     54.13     64.20    -14.40      5.56     64.20     58.89     66.44     87.35     26.11 
   241       54.73     1.500000  0.700000  0.790000  290.000000        78.80     78.27     33.20     16.00     20.00     71.90     46.51     63.05     92.70     46.91 
   242       48.50     1.640000  1.350000  0.790000  280.000000        78.00     56.13     58.80    -18.67      5.00     71.00     61.51     64.98     88.16     20.06 
   243       57.63     1.350000  0.400000  0.820000  270.000000        80.40     71.60     57.40     12.80     20.56     74.30     48.33     64.15     86.12     60.62 
   244       52.01     1.400000  0.850000  0.800000  290.000000        79.40     59.87     64.00      7.73     16.11     58.00     52.94     62.36     84.99     34.69 
   245       47.44     1.620000  1.250000  0.790000  280.000000        92.60     57.07     39.80     15.47    -12.78     73.40     35.48     68.11     85.40     19.88 
   246       57.20     1.120000  0.500000  0.790000  290.000000        93.60     80.53     67.00      3.47      8.89     60.80     46.27     72.40     87.71     51.30 
   247       52.88     1.070000  1.100000  0.870000  260.000000        87.20     76.53     48.80     -0.80     -8.89     82.20     54.84     61.89     85.67     41.36 
   248       49.40     1.490000  1.300000  0.870000  280.000000        96.80     64.80     42.20    -21.87     -7.78     79.30     52.30     67.27     88.16     32.84 
   249       60.85     1.610000  0.300000  0.860000  270.000000        78.60     90.93     44.80     46.40      6.67     67.50     56.83     60.22    100.00     56.54 
   250       49.11     1.370000  0.400000  0.870000  250.000000        72.60     63.20     60.20    -13.87     22.22     74.00     25.56     65.56     80.59     40.99 
   251       53.68     1.620000  0.700000  0.890000  260.000000        78.80     76.93     55.80     10.13     12.78     58.70     48.17     66.65     91.52     37.35 
   252       55.21     1.390000  0.600000  0.900000  260.000000        97.40     57.60     64.00     20.00      1.11     71.10     34.44     73.64     85.26     47.53 
   253       49.68     1.490000  0.350000  0.860000  260.000000        79.60     67.47     43.40     24.80     -9.44     63.10     31.51     59.16     79.64     57.59 
   254       50.40     1.560000  1.100000  0.880000  270.000000        93.40     46.13     45.00     -0.27     -1.11     64.70     63.17     69.82     90.07     33.09 
   255       52.86     1.440000  0.600000  0.890000  260.000000        78.20     69.60     49.40     12.80     -0.56     69.20     51.43     65.35     81.04     52.10 
   256       51.67     1.670000  1.100000  0.880000  280.000000        89.80     64.27     58.80     26.40    -25.56     71.80     45.87     66.98     85.53     32.84 
   257       52.10     1.400000  1.500000  0.930000  250.000000        84.20     51.20     39.20     31.73      3.89     69.10     55.24     65.67     81.63     39.14 
   258       57.10     1.130000  1.800000  0.910000  230.000000        89.80     64.67     61.80      3.20     21.67     77.60     55.32     71.45     87.21     38.33 
   259       53.25     0.970000  2.300000  0.910000  210.000000        79.80     65.87     78.60      7.20      3.33     66.80     58.73     67.27     91.11     13.77 
   260       53.36     0.960000  2.000000  0.900000  210.000000        95.40     61.33     50.80     10.67      9.44     49.20     65.63     66.62     91.84     32.65 
   261       50.76     1.080000  1.850000  0.860000  240.000000        85.60     54.27     59.80     14.67     -1.67     60.50     51.03     69.56     88.57     25.31 
   262       51.62     1.210000  2.400000  0.870000  240.000000        95.40     53.73     71.60     12.00    -11.11     72.50     44.92     71.78     85.53     19.81 
   263       48.56     1.060000  1.950000  0.870000  220.000000        85.80     66.00     65.40     -6.13    -23.33     60.00     63.49     66.98     82.13     25.25 
   264       55.22     0.880000  2.300000  0.930000  220.000000        81.40     66.67     65.80     27.20     19.44     52.10     57.06     67.82     84.08     30.62 
   265       54.25     0.970000  1.350000  0.880000  250.000000        96.40     60.53     49.20     16.53      4.44     59.80     55.71     70.29     88.44     41.11 
   266       51.95     1.160000  1.500000  0.900000  240.000000        84.20     62.53     56.80    -12.27     -7.22     71.60     67.06     67.89     93.51     35.43 
   267       51.46     1.300000  2.450000  0.900000  220.000000        82.60     65.47     57.00      4.00     20.56     63.10     53.49     70.91     82.54     14.94 
   268       55.58     0.910000  1.150000  0.960000  240.000000        86.20     75.87     69.40      6.67      7.78     51.80     45.87     69.82     90.02     52.41 
   269       64.73     0.720000  1.600000  0.950000  220.000000        93.80     74.00     80.60     38.40     24.44     57.40     69.60     65.49     93.47     50.06 
   270       56.21     0.680000  1.350000  0.990000  240.000000        73.60     65.60     74.20     14.40      7.22     60.90     48.25     61.85     90.84     65.25 
   271       57.58     0.600000  0.850000  0.910000  240.000000        66.40     84.13     85.20     40.80    -18.89     40.30     66.19     56.22     99.86     55.56 
   272       61.93     0.670000  1.250000  0.940000  230.000000       101.40     67.87     87.40     17.33      6.67     51.30     64.60     72.55     89.25     60.93 
   273       52.93     0.570000  1.300000  0.910000  210.000000        82.60     78.13     74.80     11.20    -23.33     29.70     67.14     63.27     96.55     49.26 
   274       55.14     0.800000  2.300000  0.970000  200.000000        96.60     76.80     52.20     19.73      3.89     51.90     52.70     77.93     76.42     43.27 
   275       57.16     0.640000  1.700000  0.970000  210.000000        82.60     77.60     77.40      9.87    -16.67     55.90     60.08     80.25     82.63     61.98 
   276       55.13     0.510000  2.200000  0.980000  200.000000        91.20     88.40     76.80     16.80    -16.11     39.00     54.52     62.91     85.31     52.47 
   277       56.28     0.610000  1.850000  0.920000  240.000000        78.00     74.13     70.40     -2.40     24.44     42.30     76.59     69.38     83.13     46.85 
   278       57.37     0.870000  1.400000  0.950000  220.000000        89.40     92.40     83.20      9.60    -10.56     61.00     44.37     72.84     93.88     37.59 
   279       54.16     0.660000  0.950000  0.910000  240.000000        81.40     85.07     50.40     34.40    -13.33     57.30     41.03     64.76     79.50     61.11 
   280       54.48     0.600000  2.300000  0.940000  200.000000        72.80     84.93     78.20     -7.73    -17.22     54.80     69.60     77.60     81.68     50.19 
   281       52.72     0.520000  2.300000  0.960000  220.000000        35.20     76.27     74.00     37.33    -11.11     35.10     74.52     68.00     86.98     50.93 
   282       54.72     0.540000  1.500000  0.930000  210.000000        70.40     89.73     79.60     29.60    -17.22     19.90     62.54     65.05     85.80     61.79 
   283       53.96     0.610000  1.450000  0.940000  210.000000        90.60     74.67     59.40     24.00    -30.56     55.30     55.95     66.47     92.38     51.36 
   284       60.95     0.870000  1.350000  0.970000  200.000000        98.60     75.07     70.40     13.87      5.00     64.80     58.02     69.67     87.80     66.30 
   285       55.86     0.890000  1.000000  0.980000  210.000000        79.80     90.00     65.00     16.53      1.11     41.00     51.83     67.93     94.24     51.17 
   286       58.52     0.910000  1.700000  0.990000  230.000000       102.20     67.07     69.20     21.07     14.44     56.00     53.89     68.62     88.89     43.83 
   287       55.57     0.720000  1.150000  0.990000  230.000000       105.60     89.60     76.00     23.47      5.00     20.70     35.71     68.51     83.36     47.72 
   288       55.64     0.710000  1.200000  0.980000  210.000000        82.40     71.20     83.40     33.07      0.56     48.50     24.05     65.31     95.87     52.04 
   289       54.82     0.520000  1.000000  0.950000  210.000000        85.00     70.80     71.60      5.87      9.44     31.60     67.30     60.55     89.12     56.91 
   290       53.11     0.880000  1.650000  0.990000  220.000000        89.60     82.80     65.80      9.07    -37.22     53.60     57.38     74.73     83.54     51.79 
   291       53.03     0.910000  1.400000  0.970000  210.000000        93.20     52.53     67.00     25.33    -11.67     75.50     42.70     56.87     86.85     41.98 
   292       60.02     0.690000  1.700000  0.920000  200.000000        70.80     77.33     75.20      7.20     21.67     55.00     57.30     78.15     87.85     69.69 
   293       55.53     0.560000  1.200000  0.940000  240.000000        90.00     94.67     83.40     34.13    -46.11     24.30     58.81     70.36     94.65     51.11 
   294       57.36     0.780000  1.450000  0.910000  230.000000        88.00     78.13     65.80     15.47      3.33     61.50     57.22     65.60     90.48     48.09 
   295       55.65     0.690000  1.100000  0.970000  240.000000        77.20     74.27     46.60     21.60     22.78     51.40     54.44     65.71     83.76     58.70 
   296       59.71     0.720000  1.300000  0.990000  200.000000        93.00     82.80     81.40     20.27     -4.44     48.70     56.51     68.00     86.89     63.95 
   297       62.60     0.670000  1.350000  0.910000  240.000000        76.40     89.07     71.40     27.47     35.00     51.10     79.29     65.02     91.84     39.44 
   298       61.32     0.710000  1.400000  0.950000  230.000000       101.40     80.67     65.20     15.20     29.44     56.00     53.73     64.69     94.78     52.10 
   299       58.30     0.700000  1.950000  0.970000  200.000000        79.40     73.60     72.80     23.73      2.78     50.90     67.62     72.22     89.34     50.62 
   300       58.37     0.720000  2.050000  0.960000  220.000000        79.80     81.20     83.80     39.73    -18.89     49.50     71.83     69.89     85.76     41.05 
   301       59.48     0.600000  1.300000  0.990000  210.000000       114.80     79.33     71.40     13.07      7.78     31.80     80.71     59.53     83.76     52.59 
   302       56.53     0.550000  1.800000  0.920000  230.000000        94.20     79.73     67.40     29.07    -16.11     20.50     71.27     74.69     92.38     52.16 
   303       57.89     0.740000  2.000000  0.960000  210.000000        89.00     89.73     64.80      7.47     11.11     42.20     67.94     75.85     87.12     43.70 
   304       52.58     0.610000  1.650000  0.970000  220.000000        74.40     69.87     55.00     16.53      3.33     43.10     59.60     73.27     84.76     45.93 
   305       56.52     0.630000  1.500000  0.950000  230.000000        78.20     72.67     70.60     18.93     -3.33     42.00     73.17     69.13     90.98     52.84 
   306       59.07     0.750000  1.150000  0.980000  230.000000        89.80     92.27     88.60     22.67    -23.89     48.50     61.19     71.78     81.68     58.09 
   307       56.91     0.670000  1.600000  0.950000  210.000000        64.00     78.53     65.40     33.60     11.67     32.30     62.46     72.25     95.10     53.83 
   308       57.49     0.800000  1.450000  0.970000  210.000000        85.00     75.60     68.80     10.13      5.56     43.50     66.51     71.05     96.33     52.47 
   309       61.90     0.640000  1.850000  0.930000  210.000000        83.80     75.87     71.20     37.87     11.67     57.50     76.83     73.02     86.53     44.75 
   310       53.75     0.790000  1.850000  0.980000  210.000000        84.00     69.60     63.80      7.73     18.33     42.90     61.35     60.55     84.72     44.57 
   311       50.30     0.710000  1.650000  0.980000  230.000000        85.80     71.87     83.80    -21.87    -21.11     36.70     55.56     72.22     84.81     55.25 
   312       54.43     0.750000  1.700000  0.960000  220.000000        76.20     81.73     75.20     -2.67      4.44     51.80     44.52     66.95     95.24     50.93 
   313       55.15     0.600000  1.700000  0.970000  220.000000        75.60     73.47     73.80     12.80     12.78     27.60     70.08     67.64     95.46     42.28 
   314       55.53     0.660000  2.150000  0.960000  230.000000        96.80     81.20     81.60      8.80     -6.11     57.10     59.92     68.65     76.69     30.68 
   315       53.20     0.610000  1.100000  0.930000  210.000000        80.00     76.13     59.40     10.93      4.44     26.90     64.92     69.20     87.26     52.78 
   316       57.82     0.780000  1.050000  0.950000  210.000000        73.60     92.67     65.20     17.87     16.67     43.10     55.71     73.20     86.21     53.95 
   317       54.86     0.760000  1.900000  0.930000  220.000000       102.80     57.60     67.20     14.13     -1.11     37.10     63.41     78.62     86.03     42.84 
   318       60.05     0.880000  1.550000  0.950000  230.000000        96.20     73.07     71.80    -16.53     41.67     79.30     57.62     67.42     91.11     38.89 
   319       55.16     0.670000  1.100000  0.950000  230.000000        99.60     82.53     45.40     33.60    -19.44     46.30     36.83     68.04     89.39     69.38 
   320       54.53     0.830000  2.050000  0.930000  240.000000        66.80     74.53     73.60     15.47     10.00     49.80     61.27     71.82     87.71     34.32 
   321       59.23     0.560000  1.100000  0.950000  240.000000        73.80     76.13     98.60      8.80      8.89     47.00     63.65     63.05     88.48     63.89 
   322       53.74     0.760000  1.600000  0.930000  210.000000        62.60     72.93     77.60      6.67     -7.22     47.10     65.48     71.93     92.38     47.90 
   323       50.99     0.810000  2.000000  0.960000  210.000000        90.80     66.67     63.40     12.53    -10.00     43.00     59.37     65.64     80.32     38.15 
   324       57.67     0.780000  2.000000  0.940000  210.000000        82.80     63.20     56.40     32.00     26.11     51.20     66.27     69.64     93.70     35.37 
   325       56.41     0.750000  1.700000  0.950000  220.000000        88.40     78.40     69.60     15.20     10.56     40.50     51.43     71.75     88.44     49.81 
   326       61.95     0.690000  1.950000  0.970000  230.000000        96.60     79.87     81.60     39.20     -5.56     66.00     64.92     67.75     82.63     46.48 
   327       62.07     0.690000  1.900000  0.960000  220.000000       101.20     77.47     78.40     14.13     12.78     43.60     74.13     70.55     90.66     57.78 
   328       64.63     0.600000  1.300000  0.960000  230.000000        91.60     78.80     77.00     36.27     46.67     49.90     65.32     60.73     82.45     57.59 
   329       55.78     0.600000  1.150000  0.980000  240.000000        97.00     71.20     79.80      7.47     11.11     24.90     61.51     68.04     74.78     61.98 
   330       58.05     0.700000  1.550000  0.980000  220.000000        80.00     74.13     83.40     45.07     -2.78     35.20     54.21     75.02     82.09     54.20 
   331       56.94     0.620000  1.350000  0.940000  220.000000        84.00     84.00     73.60     11.73    -10.00     57.60     51.51     67.85     99.05     50.06 
   332       63.95     0.590000  1.450000  0.960000  230.000000        94.60     70.27     88.40     28.27     29.44     56.20     61.75     65.09     89.89     55.62 
   333       54.56     0.630000  1.050000  0.950000  230.000000        38.00     93.07     74.40     21.07      4.44     31.90     69.29     71.67     85.53     56.23 
   334       63.49     0.710000  1.700000  0.980000  230.000000        95.00     70.80     84.20     26.93     40.00     40.10     63.65     70.98     84.44     58.77 
   335       57.21     0.620000  1.400000  0.980000  240.000000        67.40     74.00     80.60     21.87     21.67     20.30     63.10     73.35    101.32     48.52 
   336       53.90     0.660000  1.650000  0.960000  230.000000        63.00     74.80     64.60     40.80    -17.78     40.90     53.25     67.78     95.83     55.80 
   337       51.64     0.630000  1.800000  0.960000  240.000000        42.80     81.87    102.80    -15.20    -21.67     42.30     65.87     74.07     83.76     59.81 
   338       59.78     0.520000  1.700000  0.950000  220.000000       103.20     77.60     85.80     17.60     -2.22     44.70     66.43     66.15     88.21     50.37 
   339       56.55     0.590000  1.050000  0.940000  230.000000        85.20     74.93     75.40     21.87    -12.22     49.50     50.63     67.96     83.04     69.14 
