constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, -5, -5, -5], [3.0, 5, 5, 5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0]
Optimizer(): evals/step: 100
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  3  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  0.000000  0.000000  0.000000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p00w03       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   146       39.85      0.43026  -0.25241   3.85485  -2.77708        85.48     89.61     79.88     39.20      3.44     -2.32    -17.98     19.41     86.62     15.13 
   147       37.52      0.80121   0.13494   4.48931  -3.86531        86.12     84.68     72.18     39.15     -2.06     -4.75    -15.42     15.35     89.14     10.77 
   148       38.64      0.32479   0.09433   3.32601  -3.15712        67.70     91.53     79.82     35.07     11.72     -0.23    -17.99     15.54     88.00     15.19 
   149       29.21      0.02564  -1.28979   3.54467  -3.90120        67.24     80.47     73.56     30.67      5.06     -0.79     -3.41     15.72     10.68     12.91 
   150       30.86      0.30586  -0.79534   2.66171  -3.52913        61.62     84.57     68.48     45.73     12.83     -0.00    -10.57     16.16     16.76     13.04 
   151       30.37      0.07681  -0.56530   2.44547  -3.04577        59.14     83.61     74.98     41.04     14.33     -4.42    -10.13     14.33      8.72     22.07 
   152       38.46      0.45763   0.80889   2.94152  -4.07257        84.68     87.60     79.90     40.32      3.06     -1.35    -23.21     14.52     87.07     11.99 
   153       36.40      0.26458   0.90743   2.49935  -3.17043        63.02     90.80     67.96     29.73     15.17     -3.41    -19.45     16.24     90.13     13.83 
   154       36.65      0.35497   0.61785   3.26454  -2.41794        71.78     87.07     75.30     30.83     -2.06     -4.23     -8.02     19.47     86.67      9.68 
   155       36.78      0.14269   0.30720   2.41393  -2.58691        72.12     88.67     67.84     38.32      2.39     -0.36    -16.17     15.07     87.27     12.67 
   156       27.38      0.48229  -0.29126   1.53831  -3.46438        69.94     88.05     78.08     35.49     16.44     -2.70    -12.98     16.21     -3.37    -11.43 
   157       27.41      0.17527  -0.33327   2.31985  -3.58828        63.52     86.99     72.68     32.16     15.06      1.36    -12.40     15.81    -12.74     11.62 
   158       26.83      0.21838  -0.79465   2.76826  -2.10377        63.04     90.09     72.28     29.79     -3.67     -3.65    -13.69     17.89      2.34     13.83 
   159       28.76      0.25540  -0.83124   2.97943  -3.25725        70.56     89.65     75.72     40.59      3.22     -2.50    -14.14     14.23     -9.60     19.83 
   160       36.18      0.24230   1.40588   1.42442  -2.55794        58.58     86.79     66.74     34.67     14.33     -2.43    -16.47     16.06     88.84     14.65 
   161       41.95      0.33559   0.99545   2.40908  -1.73013        76.56     84.40     77.30     37.12     -0.44     -0.03     25.10     24.21     87.11      8.14 
   162       42.30      0.50690   1.96746   2.19151  -0.83577        87.68     65.49     74.96      7.49      0.89      3.02     45.94     57.96     71.67      7.86 
   163       42.63      0.27445   1.89652   2.70043  -1.50965        76.44     79.83     80.28     20.61      7.22     -4.98     41.02     31.98     86.83      7.03 
   164       39.65      0.28990   2.15435   2.00161  -1.02683        58.60     77.39     80.84      5.84      0.94     -1.81     46.48     44.05     76.61      7.58 
   165       39.51      0.07267   2.95809   2.41879  -1.11142        77.82     71.23     73.76     18.83      3.83     -2.01     42.35     38.81     65.39      5.14 
   166       36.40      0.20983   3.78955   2.30629  -0.33891        81.80     48.71     72.20      6.83     -1.67      8.30     35.83     59.97     46.44      5.54 
   167       37.01      0.16743   3.08279   2.82377  -1.53572        84.34     70.64     74.64      2.64     -8.72     -2.09     39.02     38.37     64.57      6.67 
   168       38.53      0.04597   2.89464   2.47278  -1.02025        66.82     71.61     76.52      8.16      8.61     -1.46     42.35     40.65     65.46      6.59 
   169       38.62      0.02350   2.37636   2.30485  -0.39112        74.88     63.21     78.88      1.47     -6.44     -0.83     46.40     55.49     64.62      8.48 
   170       41.98      0.21019   1.76442   1.56487  -0.73181        65.76     78.72     79.10     17.01      0.83     -1.30     47.56     39.69     85.59      6.85 
   171       41.16      0.45928   1.80555   0.70459  -0.43759        72.44     62.89     76.60     14.85     -5.72      1.39     52.12     48.90     79.00      9.12 
   172       38.78      0.35648   1.93742   0.80794  -0.83501        52.78     76.57     68.52     21.47     -6.83     -2.29     50.18     30.63     87.97      8.84 
   173       42.92      0.11464   1.18397   1.09152  -0.58733        42.56     89.08     78.72     33.17      9.00      1.81     48.87     24.37     88.61     12.99 
   174       33.71      0.03581   0.63329   0.89301  -0.69382        38.96     93.81     43.12     39.73     -4.61     -3.40      1.52     18.12     89.78     20.03 
   175       47.01      0.26562   0.65850   1.58732  -0.15550        82.56     73.05     71.84     11.12      7.89     14.13     52.88     56.52     90.31      9.77 
   176       44.43      0.41272   0.49863   1.32625  -0.35177        73.18     76.79     73.70     17.28     -9.67      8.87     48.56     52.84     91.16     11.62 
   177       44.25      0.33879   0.91552   0.83251  -0.25366        73.72     80.03     78.86      6.88     -1.06      1.50     50.58     47.89     93.45     10.69 
   178       48.78      0.51165   0.08017   0.95890   0.03461        77.18     72.95     73.10     12.21     -0.89     34.68     55.35     59.65     88.00     15.57 
   179       49.79      0.58263  -0.36381   1.41756  -0.14525        86.78     73.75     66.60     14.40      2.50     36.24     49.98     59.01     91.22     17.40 
   180       49.19      0.70276  -0.26206   1.87361   0.13358        86.36     59.96     53.40      9.33     -2.89     68.26     56.51     61.02     89.20     10.72 
   181       50.96      0.51568  -0.78833   0.93508   0.40284        81.80     68.00     64.00     17.36     -4.17     60.52     54.37     55.53     87.20     25.03 
   182       50.19      0.51334  -0.73681   1.16129   0.43571        88.10     61.45     59.36      9.92      2.22     57.77     55.29     61.36     88.32     18.15 
   183       50.86      0.42296  -0.66348   0.91235   0.43043        89.82     71.48     60.34     10.72      0.67     52.73     51.75     58.66     85.11     27.35 
   184       49.36      0.37951  -0.59755   0.98344   0.51708        84.22     70.99     54.62     10.93     -5.78     51.88     54.07     58.20     88.72     25.72 
   185       47.56      0.37995  -0.98262   0.75702   0.69534        83.74     68.16     56.44     12.91     -8.50     57.11     34.49     57.58     75.41     38.23 
   186       41.59      0.48239  -0.93254   0.76717   0.15457        90.46     79.95     72.66     15.97      4.94     35.83     30.83     55.16    -18.64     48.78  
     1       52.95      0.77000   0.00000   0.00000   0.00000        87.94     73.19     73.76     23.49     -3.67     40.56     57.23     57.75     89.26     29.94 
     2       19.58      0.05463  -0.13310   0.37744  -2.00598        67.56     51.29     37.92      7.81     21.11      2.07     -2.69      7.81     -0.57      3.47 
     3       22.94      0.35702  -0.01676   1.42390  -3.28282        55.94     92.56     58.10     29.63     14.39     -1.87    -15.11     15.97    -12.91     -7.30 
     4       42.20      0.81898   1.39630   1.93753  -3.09035        88.22     84.21     75.56     33.39     11.06     -2.60     17.27     15.72     88.90     10.30 
     5       40.21      1.02154   3.44145  -0.14978  -3.69223        76.58     79.97     68.60     27.09      7.89     -1.66     27.47     14.87     90.44     10.80 
     6       39.61      1.04601   1.29712   0.52165  -4.50584        84.44     89.52     66.60     38.93     16.00     -0.72    -19.63     15.76     90.33     14.90 
     7       39.94      1.28885   0.25344   1.51094  -3.23880        90.58     80.92     74.22     34.19      1.17     -1.87      2.77     17.16     89.79     10.48 
     8       44.41      1.69948   2.28773  -0.67791  -2.72863        98.40     73.77     77.10     31.57     15.00     -2.22     24.83     22.42     90.86     12.38 
     9       37.72      1.67604   3.74768   0.63815  -1.33735        88.96     51.07     62.22     -0.32      2.39     23.42     34.66     60.43     48.72      5.69 
    10       42.53      1.86353   2.07803  -0.39173  -0.45948        83.42     45.11     55.44      9.25      5.11     63.59     36.46     61.31     58.09      7.56 
    11       35.66      2.13032   4.02541   1.71176  -1.59193        84.28     41.69     50.14      5.12      0.11     37.44     29.44     61.61     43.77      3.02 
    12       33.66      2.38198   3.11341   3.06032  -1.24047        73.42     32.77     34.92      5.89     -6.67     63.45     25.75     62.60     41.92      2.54 
    13       36.02      2.33006   2.03631   3.02200  -2.74930        81.06     57.19     54.80      8.48     -6.83      8.23     31.29     57.02     64.03      4.94 
    14       43.18      1.85394   0.22749   3.27586  -4.23168        94.82     78.27     66.26     33.76     15.61     -6.43     25.35     26.94     87.55      9.70 
    15       43.97      1.74749   0.53303   1.32585  -2.22195        91.50     68.80     72.52     24.24     -4.78     -2.88     34.08     53.17     91.13     11.95 
    16       31.08      2.19253   2.52445   2.81436  -0.21115        65.28     32.19     28.36     -8.29      3.50     61.05     24.24     59.75     41.54      3.23 
    17       22.93      2.28767   3.59695   4.80214   1.60209        47.52     18.87     18.34      7.36     -9.67     46.97     21.38     46.45     28.41      3.67 
    18       26.86      2.33955   1.74127   3.60224   1.31830        47.54     24.36     18.38      6.83      2.44     53.94     22.39     51.87     35.76      5.07 
    19       30.19      2.32861   1.53303   4.79258   0.16943        59.62     28.32     25.74      4.80     10.06     50.73     27.54     55.70     37.79      1.60 
    20       39.29      2.55875   0.51935   3.13158  -1.22949        73.74     42.53     37.40      4.56     11.17     60.98     34.51     61.50     60.96      5.57 
    21       44.83      2.12344  -0.47794   2.54021  -3.32975        92.80     74.29     74.12     24.00     11.33     -6.61     26.51     51.23     87.37     13.27 
    22       41.56      2.30795   1.21916   0.66536  -3.14874        84.44     70.33     69.52     31.15     -3.28     -8.41     25.67     45.71     88.79     11.72 
    23       41.86      1.75087   2.34186   2.49287  -3.69625        92.76     70.79     67.52     25.97     18.00     -6.06     24.44     37.49     80.71      6.99 
    24       40.92      2.06163   1.21408   2.66812  -2.03896        87.52     58.37     52.88     10.11      3.94     23.18     34.50     59.40     72.29      6.98 
    25       40.42      1.64003   1.97033   1.92612  -3.96241        88.56     75.63     79.64     30.48     -6.83     -5.94     25.94     18.07     90.39      8.27 
    26       41.89      1.23967   1.00917   1.30730  -3.38363        92.16     81.05     80.84     25.15     10.89     -6.30     20.44     14.14     89.65     10.93 
    27       39.88      1.79084   1.45186   1.96939  -2.09378        89.52     60.75     62.74      6.96     -1.83      0.41     36.20     58.55     78.92      6.57 
    28       45.73      1.21594   0.80579   2.06144  -0.82955        84.70     60.33     58.04     12.45      7.39     40.24     42.40     60.85     83.61      7.25 
    29       33.51      1.70464  -0.76521   3.54367   0.89532        59.86     31.81     17.48      6.51     -2.06     63.07     34.84     57.86     59.95      5.73 
    30       38.40      1.48948  -0.01144   2.14137   0.73636        68.42     36.28     33.92      3.71      3.44     67.37     40.63     61.21     60.73      8.32 
    31       43.99      1.63931  -1.62223   3.18800  -0.42088        79.40     53.84     34.08      4.32    -10.67     65.18     54.98     61.36     86.59     10.81 
    32       35.96      1.80450  -0.72104   4.67511   0.13546        65.02     35.67     28.12      7.87     -1.67     63.63     34.09     59.13     63.25      4.54 
    33       41.49      1.99234  -2.48115   3.10165   0.08334        66.84     47.88     29.72     -3.33      3.06     66.09     47.89     59.79     88.95      8.04 
    34       43.30      1.55070  -2.46179   2.40896   0.57375        64.70     41.60     31.56      3.73      0.72     67.89     61.63     60.30     88.63     12.28 
    35       49.70      1.08179  -0.98167   1.00434  -0.01605        87.58     63.96     54.46      7.31     -0.61     63.13     50.56     59.73     89.04     21.83 
    36       47.42      1.55228  -1.78823  -0.07956   0.51958        78.04     48.07     47.12     12.35      3.28     71.58     58.06     60.43     59.64     35.63 
    37       29.87      2.01160  -0.21164   1.59648   2.19092        46.46     25.76     21.02      7.73      8.67     56.39     27.20     54.67     44.99      5.84 
    38       26.21      1.90894  -3.10089  -1.60064   0.43367        80.80     62.99     42.06     11.65    -56.78     71.22     20.23     60.43    -41.97     11.46 
    39       49.55      1.40049  -0.30945  -0.42886   0.18716        85.72     53.95     50.96      9.17     -3.17     68.06     50.35     60.84     88.88     30.78 
    40       45.90      1.38214   0.23534  -1.54396   0.06156        81.74     56.68     65.24     15.63    -53.28     62.61     54.33     58.52     89.67     27.86 
    41       27.99      0.92422  -1.56615  -1.13776   1.15967        76.98     54.09     45.14     14.37    -39.61     71.73     16.63     55.24    -27.73     13.01 
    42       40.24      1.35060   0.84616  -0.22855   0.70264        74.22     39.73     39.72      3.92     -7.83     75.05     40.42     62.08     67.01      8.06 
    43       37.62      1.73514   0.28543  -0.72698   1.22544        63.92     34.21     31.76      6.88      0.22     69.17     33.82     59.25     64.59     12.39 
    44       37.85      1.02163   0.21077   0.71146   1.54507        68.70     35.67     28.36      0.35      1.17     72.03     43.60     58.84     62.09      7.73 
    45       34.77      1.15307  -0.02867   1.78648   1.60276        60.50     28.05     25.90     -2.61      5.56     68.69     38.28     58.86     57.84      6.67 
    46       38.35      0.93032   0.13155   0.40913   1.75449        65.24     33.67     31.30      1.79      3.28     72.45     43.90     60.42     63.37      8.08 
    47       32.14      0.51173  -1.15979  -0.42882   0.65305        82.78     72.59     65.06     16.59    -12.00     44.41     21.98     49.28    -31.41     12.12 
    48       47.79      0.98993  -0.89634  -0.62911   1.03564        76.92     49.23     42.22      3.36     -0.89     71.62     63.16     57.50     88.91     25.90 
    49       40.90      0.89159  -0.81044  -2.00879   2.30908        67.36     35.93     32.82      1.68    -25.78     75.80     65.00     56.69     71.20     28.34 
    50       46.72      0.97722   0.21745  -1.42644   0.93425        73.72     46.61     51.04      6.35    -16.28     66.78     53.79     58.16     90.92     36.07 
    51       53.02      0.95920   0.62578  -0.84972  -0.38325        89.44     75.17     82.34     25.04     21.83      4.42     56.35     50.15     90.31     35.18 
    52       38.95      0.99441   1.70578  -1.89581  -0.78492        77.70     79.25     64.60     35.71    -55.39     -1.41     48.37     21.45     88.73     30.52 
    53       42.32      0.97142   0.07406  -0.15841  -1.43364        85.20     86.67     75.24     37.25     17.00     -2.36      8.05     23.04     89.46      3.60 
    54       52.28      0.66312  -0.28755   0.14903   0.34124        89.44     66.69     63.58     15.36      1.22     52.35     58.94     58.22     90.47     26.58 
    55       26.67      0.66017  -0.21878  -0.02658  -1.11914        58.32     89.61     69.22     37.36     25.22     -3.28    -16.00     20.59     -2.30    -12.08 
    56       43.62      0.89441   1.62259  -0.48949   0.42682        89.78     41.09     57.64      2.99     -4.78     70.25     42.02     60.67     65.86     10.64 
    57       47.16      1.09157   0.94840  -0.03498   0.00030        86.64     50.29     59.54      9.33     -4.06     65.27     47.02     59.73     82.76     15.05 
    58       46.88      0.96330   0.82555  -0.34520  -0.59445        86.82     73.05     76.42     16.64     -5.50      4.57     49.26     52.18     90.32     25.01 
    59       48.94      0.78951   1.20461  -0.53260  -0.99889        87.92     80.60     74.74     51.79      4.50     -0.51     42.98     26.99     92.49     27.94 
    60       44.16      0.68917   1.45678   0.58026  -1.80417        79.22     81.47     78.60     39.95      8.11     -3.08     32.73     19.53     89.28     15.78 
    61       46.32      0.76686   1.09686   0.37142  -0.29919        83.84     67.04     72.76      8.83     -1.72     19.04     54.13     56.00     92.65     10.59 
    62       44.52      0.70869   1.16206   0.68018  -0.89570        81.88     78.80     70.86     16.93      0.61     -1.13     51.43     42.22     92.37     11.20 
    63       39.26      0.47510   0.57707   1.51183  -1.25765        62.34     88.32     71.50     26.00     -6.11     -2.09     24.67     27.58     87.15     13.27 
    64       45.90      0.58804   1.91313   0.70052  -1.38153        87.18     86.69     76.64     32.56      9.61     -0.76     42.56     23.79     91.69      8.99 
    65       39.22      0.41242   1.96447   0.39714  -1.28007        54.46     81.67     57.26     34.83      1.39     -1.69     41.33     19.95     91.18     11.80 
    66       38.61      0.44734   2.38821   0.13575  -0.63565        68.88     72.31     63.08     14.40      0.61     -1.64     48.37     33.42     77.14      9.53 
    67       39.72      0.61212   2.39403  -0.08110  -2.13507        58.78     87.45     60.08     38.19      2.61     -1.90     30.66     14.16     90.39     16.77 
    68       37.00      0.51242   1.74679   0.19494  -2.82411        45.52     89.41     62.76     39.04     26.00     -1.83     -6.89     14.51     86.91     14.57 
    69       41.26      0.81529   2.88697   0.42226  -2.17830        83.10     78.12     79.30     23.23     10.11     -5.57     34.60     17.85     84.16      7.69 
    70       42.50      0.76452   2.11160   0.93654  -2.50446        83.50     83.15     72.04     34.67      7.72     -5.68     30.37     17.31     90.70     11.22 
    71       43.41      0.74059   2.22884   0.12662  -1.94774        86.60     78.91     79.38     27.60      8.33     -2.47     33.67     17.70     92.50     11.92 
    72       41.38      0.90280   2.66023   0.48060  -1.40378        88.20     64.71     68.50     18.51      9.67     -3.32     39.97     44.03     74.97      8.59 
    73       42.19      0.70289   2.56923   0.36128  -2.14755        68.00     83.19     80.16     34.69      6.56     -3.37     33.87     16.85     91.09     10.90 
    74       41.82      0.84857   2.05335  -0.23204  -2.22557        71.88     84.21     67.80     30.85     14.78     -2.17     33.07     15.31     87.38     15.10 
    75       42.87      0.89242   1.71805  -0.22570  -2.15011        74.54     82.80     70.66     36.37     15.72     -1.90     32.60     15.91     89.27     12.69 
    76       41.95      0.89455   2.01270  -0.35549  -2.13532        75.26     81.37     68.66     29.44      9.72      0.42     30.67     17.05     88.75     18.13 
    77       44.15      0.88743   1.99237  -0.05917  -2.45245        75.92     83.00     66.36     41.15     17.61     -1.36     35.63     16.37     89.66     17.15 
    78       44.12      1.04439   2.13227  -0.44357  -2.44022        77.70     82.36     75.36     38.56     23.33     -4.38     28.79     14.32     89.52     15.61 
    79       45.39      1.11377   1.63113  -0.82295  -2.05875        84.72     81.80     80.18     44.61      9.56     -3.20     30.09     17.57     89.26     19.29 
    80       39.08      1.03308   1.38557  -0.99952  -2.51588        74.78     81.16     70.64     43.79      8.06     -4.69     11.21     15.16     88.37      2.35 
    81       37.56      0.93793   1.26647  -1.08270  -2.08919        52.98     87.23     72.94     43.44      9.22      1.79     14.40     15.09     89.71    -11.15 
    82       44.01      1.07220   1.80755  -0.91253  -2.11773        79.38     79.25     77.42     35.92      6.78     -2.07     36.16     17.05     91.69     18.56 
    83       44.84      1.06676   1.39890  -0.80532  -2.02405        76.50     80.68     88.68     36.16     17.94     -2.47     24.08     18.36     87.02     21.43 
    84       42.02      1.03519   1.71368  -0.90716  -2.20963        78.78     81.61     62.02     28.80     21.72     -5.52     25.20     15.92     90.15     21.54 
    85       47.04      1.06874   1.56073  -0.54267  -1.79935        88.32     79.04     83.22     43.01     15.94     -3.98     33.83     20.59     91.62     18.85 
