constructTestCases(): generating 37 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.3, -0.5, -0.5, 0.3, -0.5, -0.5], [2.3, 0.5, 0.5, 2.3, 0.5, 0.5], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0, 1]
Optimizer(): evals/step: 10
Optimizer(): numParams: 6 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Linear  
MABsolver_config: params: numInputs:  2  2  
MABsolver_config: params: weights:  [  1.300000  0.000000  0.000000  ]  [  0.800000  0.000000  0.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p01w00    p01w01    p01w02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   792       40.45      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        86.80     53.20     53.40     -2.67    -33.89     44.10     37.38     58.29     84.04     23.89 
   793       47.83      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        82.80     66.80     61.00      7.47     -6.11     47.90     56.43     58.84     84.44     18.70 
   794       50.90      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        84.00     69.47     64.20     13.60     13.89     47.20     45.08     54.33     95.56     21.73 
   795       53.92      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000       100.40     64.40     76.40     13.60      2.22     53.80     53.89     61.16     89.48     23.89 
   796       47.96      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        77.60     81.20     69.40     11.47    -40.00     50.10     57.78     56.44     95.51     20.12 
   797       52.08      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        74.80     69.73     60.60     16.53     14.44     53.80     57.38     62.95     87.62     22.96 
   798       49.28      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        92.20     56.13     47.80     12.53     19.44     48.00     58.57     54.07     83.95     20.06 
   799       46.92      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        90.60     45.87     60.00     10.67     -0.56     46.90     45.63     61.49     86.67     21.91 
   800       52.34      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        90.00     72.93     61.80      7.20      3.89     62.40     53.73     57.38     89.66     24.38 
   801       53.88      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        89.80     64.27     60.40      4.27     22.78     64.60     53.41     58.87     94.56     25.80 
   802       49.00      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        88.60     61.87     43.40      4.27     26.67     50.00     45.95     54.51     85.90     28.83 
   803       49.98      1.60000  -0.10000  -0.20000   1.00000  -0.20000   0.20000        91.60     62.27     49.80     -7.47     17.22     69.10     41.90     59.49     91.20     24.69 
   804       46.49      1.10000   0.00000   0.00000   0.70000  -0.30000   0.20000        75.40     76.53     85.20      8.53    -27.78     24.90     51.67     58.04     81.32     31.05 
   805       56.42      1.30000   0.20000  -0.20000   0.90000  -0.20000   0.40000        91.00     59.07     62.80     36.00     28.33     53.20     63.97     50.18     97.14     22.47 
   806       49.70      1.70000   0.30000  -0.20000   0.90000  -0.10000   0.30000        81.60     58.67     63.40     30.93     -8.89     66.50     42.86     57.27     86.53     18.15 
   807       47.00      1.30000   0.20000   0.00000   1.10000  -0.20000   0.50000        81.60     55.60     62.60     15.20     -8.89     47.00     53.25     50.22     93.97     19.44 
   808       48.27      1.20000   0.30000  -0.10000   1.20000  -0.10000   0.50000        86.20     50.13     56.80     -4.27      0.00     70.40     57.06     61.13     93.24     12.04 
   809       51.78      1.40000   0.20000  -0.20000   1.30000   0.00000   0.30000        81.00     56.40     62.60     17.07      1.11     64.80     61.19     66.91     87.03     19.69 
   810       50.92      1.20000   0.10000  -0.30000   0.90000   0.00000   0.10000        89.60     73.20     55.20     -1.33     11.67     61.60     52.22     61.31     81.13     24.63 
   811       50.42      1.20000  -0.10000  -0.40000   1.00000   0.20000   0.10000        94.40     51.07     60.40     29.33    -26.67     71.20     59.60     55.53     81.22     28.15 
   812       50.60      1.10000  -0.10000  -0.50000   1.00000   0.20000  -0.10000        84.00     52.80     75.00     18.67      4.44     56.00     50.08     56.29     86.71     22.04 
   813       55.42      1.50000  -0.10000  -0.30000   0.60000   0.40000  -0.30000       103.60     65.20     69.60     15.20     12.22     45.90     51.43     62.69     95.37     33.02 
   814       52.24      1.60000  -0.20000  -0.30000   0.60000   0.30000  -0.30000        90.40     69.60     77.40     -0.27     27.22     29.90     46.03     57.13     89.98     35.00 
   815       49.96      1.50000   0.00000  -0.40000   0.50000   0.40000  -0.40000        98.60     84.00     77.80     37.87    -24.44     12.00     49.21     51.96     83.45     29.14 
   816       51.84      1.90000  -0.20000  -0.30000   0.60000   0.30000  -0.30000        91.20     69.87     70.00      6.40     34.44     22.70     48.10     59.27     89.30     27.16 
   817       48.53      1.70000   0.00000  -0.10000   1.00000   0.10000  -0.50000        96.00     72.80     69.80     17.33    -10.56     29.40     40.63     53.64     87.03     29.20 
   818       47.37      1.80000   0.00000  -0.20000   0.40000   0.10000  -0.10000        91.00     70.40     63.00     33.60     -6.11     15.00     39.76     58.44     92.93     15.68 
   819       50.85      1.90000  -0.20000  -0.30000   0.80000  -0.10000  -0.10000        93.40     61.87     64.00     25.33    -10.56     50.30     46.19     63.45     87.12     27.41 
   820       43.51      1.90000  -0.30000  -0.30000   0.40000  -0.20000   0.00000        87.60     80.13     50.60     37.87    -14.44     -3.90     32.54     57.78     87.07     19.81 
   821       43.99      1.80000   0.00000  -0.40000   1.00000  -0.30000  -0.10000        83.60     55.33     33.00      2.67     -9.44     39.80     61.03     57.24     92.88     23.77 
   822       48.65      2.00000   0.10000  -0.40000   0.80000  -0.40000   0.00000        76.20     80.13     39.40     18.93     30.00     27.60     51.11     60.65     84.72     17.78 
   823       51.41      1.90000  -0.10000  -0.40000   0.70000  -0.30000  -0.20000        91.20     70.80     77.00      4.80     35.00     20.90     39.29     64.00     89.66     21.48 
   824       47.83      2.20000   0.00000  -0.30000   1.10000  -0.30000  -0.20000        80.60     68.80     65.20     -1.60     -5.56     58.50     41.59     65.45     88.03     17.28 
   825       47.39      2.00000   0.10000  -0.30000   1.10000  -0.40000  -0.30000        94.40     68.53     49.40      6.67      1.11     39.50     49.29     53.05     89.57     22.41 
   826       50.65      1.90000   0.20000  -0.50000   1.00000  -0.20000  -0.20000        97.40     73.47     66.20    -10.93     -0.56     40.90     52.62     61.27     92.65     33.46 
   827       47.22      1.50000   0.20000  -0.50000   1.30000  -0.40000  -0.30000        90.60     62.80     50.40    -13.07      1.67     53.40     43.17     62.07     84.26     36.85 
   828       47.95      1.70000   0.20000  -0.30000   1.40000  -0.20000  -0.20000        72.20     66.13     48.00      4.27     14.44     59.20     50.40     60.55     88.48     15.86 
   829       46.68      1.70000   0.20000  -0.30000   1.00000  -0.10000  -0.10000        95.80     45.20     65.60      4.53    -19.44     53.40     36.27     61.64     96.19     27.65 
   830       49.02      1.40000   0.30000  -0.10000   1.50000  -0.20000  -0.20000        83.60     61.87     64.00     10.40     -5.56     74.30     47.70     55.42     86.26     12.22 
   831       53.49      0.90000   0.30000  -0.10000   1.10000  -0.20000  -0.10000        98.20     64.27     64.00      6.93      6.67     71.50     54.52     57.16     91.97     19.69 
   832       50.71      0.70000   0.10000  -0.30000   1.00000  -0.20000  -0.10000        94.40     61.60     61.40     12.00     -5.56     38.90     58.73     61.89     90.98     32.78 
   833       54.28      0.80000   0.00000  -0.20000   0.60000   0.00000  -0.30000        71.40     78.80     81.80     47.73     -0.56     31.40     45.71     52.22     91.16     43.15 
   834       49.85      0.80000   0.20000  -0.10000   0.90000   0.10000  -0.10000        88.80     59.47     63.00     11.20     12.78     49.90     45.48     55.02     88.93     23.89 
   835       46.62      1.10000   0.20000  -0.10000   1.30000   0.30000  -0.30000        83.60     49.07     66.00     21.33    -21.11     50.20     51.35     56.95     86.08     22.72 
   836       48.99      1.30000   0.00000  -0.30000   1.30000   0.40000  -0.20000       100.60     64.53     56.40     -5.60    -25.56     75.00     55.56     58.22     91.52     19.20 
   837       51.46      1.30000   0.00000  -0.30000   1.00000   0.20000  -0.40000        75.00     64.40     66.60     20.53     18.89     42.40     45.71     64.69     89.02     27.35 
   838       50.60      1.40000  -0.10000  -0.20000   0.60000   0.00000  -0.40000        87.60     71.20     73.60     27.73      6.11     12.20     52.62     55.60     92.15     27.22 
   839       49.93      1.60000   0.10000  -0.10000   0.70000   0.00000  -0.40000        86.40     75.60     87.20      8.00    -26.11     29.60     58.25     59.82     91.52     29.01 
   840       49.97      1.60000   0.00000  -0.40000   0.80000   0.40000  -0.40000        90.40     67.73     82.00      9.33      0.56     19.30     42.54     62.07     92.11     33.70 
   841       46.46      1.40000   0.20000  -0.20000   1.10000   0.40000  -0.50000        87.40     53.60     57.20      5.07      8.89     43.10     40.63     58.76     93.24     16.73 
   842       48.87      1.10000   0.10000  -0.40000   1.50000   0.20000  -0.30000        96.40     51.33     49.20     -3.47    -11.11     68.40     58.81     61.71     90.16     27.22 
   843       50.30      0.70000  -0.10000  -0.50000   1.70000   0.10000  -0.40000        86.40     46.67     59.60     12.00    -10.56     65.20     70.79     55.20     95.65     22.04 
   844       47.16      1.00000   0.10000  -0.40000   1.80000   0.00000  -0.40000        67.60     48.27     48.80     13.87     -3.89     75.40     49.05     58.22     92.38     21.91 
   845       44.04      1.00000  -0.10000  -0.20000   2.20000   0.10000  -0.20000        66.80     49.33     45.60     -1.60     11.67     85.70     38.02     55.05     77.64     12.22 
   846       43.74      1.40000  -0.30000   0.00000   2.20000   0.20000  -0.20000        65.40     39.73     26.80      9.87     11.11     82.40     47.70     61.89     80.50     12.04 
   847       46.47      1.30000  -0.50000   0.20000   1.90000   0.40000  -0.30000        81.40     39.07     45.00     11.73     12.78     78.50     47.70     62.07     81.04      5.37 
   848       46.23      1.60000  -0.40000   0.20000   2.10000   0.30000  -0.20000        77.20     54.93     52.80     17.33    -11.11     73.70     48.02     60.55     76.51     12.41 
   849       46.48      1.30000  -0.40000   0.10000   2.10000   0.20000  -0.20000        75.80     43.73     46.60     15.73     13.89     71.20     46.98     58.98     81.00     10.86 
   850       46.95      1.40000  -0.50000   0.30000   2.20000   0.00000  -0.10000        82.60     42.67     51.20      5.60      5.00     67.50     55.56     56.73     83.27     19.38 
   851       48.35      1.70000  -0.30000   0.40000   2.10000   0.10000  -0.30000        83.00     50.67     31.80     12.80     13.33     77.80     47.30     62.22     85.22     19.38 
   852       39.95      1.70000  -0.30000   0.30000   2.00000   0.00000  -0.30000        76.80     33.20     38.40     10.13    -25.56     72.90     35.08     60.04     84.40     14.07 
   853       46.04      1.70000  -0.30000   0.50000   2.20000  -0.10000  -0.30000        68.60     42.80     49.00      8.53     11.11     77.40     50.71     59.27     86.98      5.99 
   854       44.74      1.40000  -0.30000   0.50000   2.00000  -0.20000  -0.20000        80.60     42.13     32.20     -4.53     -2.78     75.80     56.83     56.98     94.78     15.43 
   855       47.38      1.40000  -0.40000   0.30000   1.80000   0.00000  -0.10000        92.80     50.93     42.20     16.27     -3.33     72.20     46.19     54.22     86.39     15.93 
   856       48.53      1.20000  -0.20000   0.30000   1.80000  -0.10000   0.10000        82.40     38.80     34.80      5.07     26.67     83.70     51.27     62.40     84.54     15.62 
   857       50.20      1.00000  -0.30000   0.20000   1.40000  -0.30000   0.20000        90.60     55.33     49.80     -1.33     -4.44     73.10     55.16     58.36     92.52     32.90 
   858       49.41      0.70000  -0.50000   0.10000   1.40000  -0.50000   0.10000        76.00     63.20     51.80      0.27    -19.44     82.00     54.92     61.56     84.99     38.77 
   859       55.54      0.80000  -0.30000  -0.10000   1.60000  -0.40000   0.00000        63.80     72.27     55.40     19.47      4.44     86.50     76.75     55.71     93.47     27.59 
   860       46.84      0.80000  -0.20000  -0.30000   1.60000  -0.30000   0.00000        72.60     48.93     35.80     -8.27     26.67     62.50     54.60     57.64     89.61     28.27 
   861       43.66      0.40000  -0.20000  -0.10000   1.80000  -0.40000  -0.10000        80.80     54.13     48.80     -8.00     -5.00     35.60     59.37     53.96     90.88     26.05 
   862       50.06      0.70000  -0.50000  -0.20000   1.60000  -0.40000   0.10000        66.40     47.07     50.80     24.00     -6.67     68.60     57.86     61.71     96.33     34.51 
   863       46.26      1.00000  -0.40000  -0.30000   1.50000  -0.30000   0.00000        83.40     33.60     42.60     -4.00    -10.00     77.70     54.44     61.89     92.34     30.68 
   864       49.69      0.80000  -0.40000  -0.30000   1.80000  -0.20000  -0.20000        74.00     42.27     43.20     14.93     17.78     74.20     61.75     58.65     82.45     27.65 
   865       46.24      0.70000  -0.30000  -0.10000   2.20000  -0.40000   0.00000        69.40     33.33     39.20     20.00     -4.44     77.90     53.89     57.85     87.12     28.15 
   866       50.58      0.50000  -0.20000  -0.50000   1.50000  -0.10000  -0.30000        81.20     49.73     50.60    -12.00     26.11     66.10     70.24     62.22     87.26     24.32 
   867       48.62      0.30000  -0.10000  -0.40000   1.50000   0.00000  -0.30000        98.00     45.47     43.40     18.40      2.22     30.10     74.60     55.05     83.81     35.19 
   868       50.41      0.60000   0.00000  -0.30000   1.40000   0.00000  -0.20000        85.60     50.93     60.40      1.60      5.56     72.50     57.86     58.55     85.94     25.12 
   869       50.75      0.90000  -0.20000  -0.30000   1.80000   0.00000  -0.30000        79.20     43.20     42.20     20.00     12.78     82.70     54.92     63.31     83.90     25.31 
   870       47.34      0.90000  -0.10000  -0.40000   1.70000  -0.10000  -0.30000        88.60     37.73     47.20     -2.93     -5.00     65.90     56.43     63.20     96.33     25.93 
   871       50.05      0.80000  -0.20000  -0.30000   1.80000  -0.20000  -0.10000        85.00     51.20     42.80     10.93     -3.33     76.90     58.73     59.31     85.90     33.09 
   872       48.48      0.80000  -0.20000  -0.30000   1.60000  -0.20000  -0.10000        89.60     56.40     52.20      0.53    -15.56     61.50     70.08     61.31     86.49     22.28 
   873       52.89      1.00000   0.00000  -0.20000   1.80000  -0.40000   0.00000        85.20     56.53     51.00     23.20      4.44     83.30     59.21     57.64     88.30     20.12 
   874       47.63      0.70000  -0.10000   0.00000   2.20000  -0.30000   0.20000        65.20     53.47     36.80     -9.60     47.22     77.00     38.49     58.40     87.62     21.73 
   875       51.86      1.40000   0.00000  -0.40000   2.10000  -0.40000   0.10000        67.80     54.93     43.60     41.87      8.89     76.40     48.02     61.78     96.92     18.40 
   876       43.98      0.90000   0.20000  -0.20000   1.70000  -0.30000  -0.10000        78.40     43.87     42.00      3.47    -15.56     64.90     57.22     59.27     82.49     23.77 
   877       45.60      0.70000   0.10000  -0.10000   1.60000  -0.30000   0.10000        71.20     65.33     51.20     -2.13     -5.00     66.50     59.37     59.78     77.55     12.16 
   878       54.42      0.90000  -0.20000  -0.20000   1.80000  -0.50000   0.10000        85.60     39.87     54.20     19.47     36.67     73.30     57.86     64.73     88.71     23.77 
   879       43.81      1.20000  -0.30000  -0.30000   1.80000  -0.50000   0.20000        70.60     46.67     45.20      2.40    -21.11     67.40     55.40     63.38     87.53     20.68 
   880       47.76      0.70000  -0.10000  -0.10000   2.20000  -0.40000   0.10000        80.20     48.40     42.80     12.27     13.33     73.50     51.43     57.20     87.57     10.93 
   881       41.55      1.00000  -0.20000   0.10000   1.90000  -0.50000   0.30000        81.80     44.67     25.00     -6.67     -7.22     67.70     51.67     59.16     86.53     12.90 
   882       44.94      0.90000   0.10000  -0.20000   2.30000  -0.20000   0.10000        81.60     31.33     41.40      2.93     -2.78     76.10     54.52     60.69     81.41     22.16 
   883       49.99      0.50000  -0.20000   0.00000   2.00000  -0.40000   0.00000        79.80     50.13     41.60     12.00     10.56     71.80     66.35     56.76     89.93     20.99 
   884       46.21      0.50000  -0.40000   0.10000   2.10000  -0.50000   0.20000        74.80     50.27     31.60     -4.00     17.78     67.90     62.14     55.85     88.39     17.41 
   885       49.99      0.70000  -0.40000  -0.20000   2.00000  -0.40000   0.00000        78.60     42.80     19.40     33.60     -3.33     69.40     75.63     59.42     98.00     26.42 
   886       47.48      0.80000  -0.20000  -0.20000   2.00000  -0.50000   0.10000        90.40     43.73     35.20     18.67    -18.33     78.30     64.60     51.85     84.49     25.93 
   887       47.38      0.40000  -0.20000  -0.10000   2.30000  -0.50000   0.20000        76.40     44.67     52.80      7.20      9.44     76.30     46.83     56.91     87.17     16.11 
   888       48.72      0.60000  -0.20000  -0.10000   2.10000  -0.50000   0.20000        68.20     56.40     23.20      2.93      7.22     87.10     62.30     60.44     95.10     24.32 
   889       44.92      0.50000  -0.20000  -0.20000   2.30000  -0.50000   0.10000        76.20     28.67     24.00     12.53     -1.67     82.50     64.60     53.09     86.85     22.47 
   890       47.01      0.40000  -0.10000  -0.10000   2.00000  -0.50000   0.30000        64.00     39.20     45.60     -5.07     20.00     69.70     61.19     56.55     86.53     32.41 
   891       43.83      0.50000  -0.30000   0.00000   2.30000  -0.40000   0.40000        67.60     45.73     35.20      7.47     -5.56     71.30     68.10     54.51     80.23     13.77 
   892       46.42      0.40000  -0.50000   0.10000   2.10000  -0.30000   0.40000        77.80     35.87     28.80      2.13     15.56     77.30     68.41     59.49     82.90     15.99 
   893       49.28      0.70000  -0.50000   0.10000   2.20000  -0.50000   0.40000        75.80     48.13     29.20      6.67     24.44     81.50     65.87     63.45     89.12      8.64 
   894       45.01      0.80000  -0.40000  -0.10000   2.10000  -0.40000   0.30000        81.20     40.13     39.00      9.33     -6.11     61.20     61.51     58.11     84.58     21.11 
   895       50.06      0.70000  -0.50000   0.10000   1.80000  -0.40000   0.20000        72.60     50.80     39.40      9.60      1.67     86.70     60.87     61.71     94.69     22.53 
   896       43.18      0.60000  -0.40000   0.00000   1.90000  -0.50000   0.20000        63.00     39.47     53.20     12.00    -33.89     74.20     59.37     57.24     84.22     22.96 
   897       48.96      0.90000  -0.20000   0.10000   1.80000  -0.50000   0.20000        82.80     56.27     30.80      4.80      3.33     78.30     58.10     61.24     90.93     23.02 
   898       46.71      0.90000  -0.20000   0.20000   1.90000  -0.50000   0.10000        82.00     57.47     41.80     -0.80     13.33     59.40     53.65     58.40     85.44     16.36 
   899       43.57      0.90000  -0.20000   0.10000   2.00000  -0.30000   0.20000        83.60     42.27     32.80     -8.00      6.67     57.80     52.54     59.42     92.06     16.54 
   900       42.35      1.10000  -0.10000   0.30000   1.90000  -0.10000   0.10000        63.60     37.47     35.60      5.87      3.33     70.40     48.81     55.71     86.94     15.74 
   901       46.50      0.90000  -0.20000   0.10000   1.90000  -0.20000   0.00000        82.60     45.87     56.40    -13.60     -4.44     65.90     53.17     64.33     92.65     22.10 
   902       55.06      0.90000  -0.30000   0.00000   1.60000   0.00000   0.10000        73.00     44.93     44.80     29.07     45.56     71.50     61.51     60.91     98.19     21.17 
   903       46.10      0.90000  -0.40000  -0.20000   1.50000   0.20000   0.10000        72.80     49.87     50.20     -1.07     -3.89     80.70     51.11     59.13     88.39     13.77 
   904       50.27      1.10000  -0.20000   0.00000   1.40000  -0.10000   0.00000        94.20     48.80     44.80     -7.73     26.11     72.60     58.89     64.25     84.63     16.17 
   905       48.86      1.20000  -0.30000   0.00000   1.70000   0.00000   0.10000        80.00     56.67     63.60      1.07     -5.56     74.20     52.94     60.44     90.02     15.19 
   906       44.94      1.00000  -0.20000  -0.20000   1.60000   0.00000   0.00000        85.60     40.13     47.80     11.73     -5.56     58.90     55.48     61.78     84.63      8.89 
   907       49.58      0.80000  -0.30000   0.10000   1.30000  -0.20000   0.00000        83.00     59.20     58.20      9.60    -10.00     63.30     68.57     49.93     94.10     19.94 
   908       47.48      1.10000  -0.20000   0.00000   1.60000  -0.10000   0.00000        78.60     58.27     60.80     23.47    -16.67     72.70     38.10     59.24     90.57      9.69 
   909       53.03      1.40000   0.00000  -0.10000   1.60000  -0.10000   0.10000        93.40     56.80     51.80     14.13     22.22     76.40     53.73     55.56     92.65     13.58 
   910       44.25      1.30000  -0.10000   0.00000   1.90000   0.00000   0.10000        72.60     32.00     62.80      7.73      0.56     62.30     42.78     61.85     84.90     14.94 
   911       50.64      1.50000   0.10000  -0.10000   1.30000   0.00000   0.30000        88.80     47.07     50.00     10.93      2.22     77.00     55.95     62.98     92.74     18.70 
   912       48.02      1.70000   0.00000   0.00000   1.40000   0.00000   0.20000        73.20     52.40     59.00     23.47      2.78     61.50     42.06     59.05     89.89     16.85 
   913       46.00      1.50000   0.10000  -0.10000   1.30000   0.20000   0.20000        90.40     53.33     66.40    -21.87     10.56     60.70     42.06     55.24     90.11     13.02 
   914       46.10      1.70000   0.20000   0.00000   1.50000   0.20000   0.30000        80.40     44.53     50.60      7.20      6.67     62.00     43.81     60.04     92.34     13.40 
   915       41.88      1.90000   0.10000   0.00000   1.70000   0.20000   0.50000        70.00     24.00     41.80     20.00    -17.22     70.20     49.92     58.84     86.58     14.69 
   916       42.69      1.60000   0.10000  -0.20000   1.80000   0.10000   0.10000        71.80     42.93     32.20     -0.53     -6.11     73.00     58.97     64.18     86.17      4.32 
   917       48.39      1.50000   0.00000   0.10000   1.40000   0.20000   0.40000        98.60     60.67     47.00     -1.07     -0.56     63.20     50.48     63.60     90.20     11.73 
   918       47.20      1.20000   0.20000   0.10000   1.40000   0.40000   0.40000        91.60     41.73     62.80     18.67    -13.89     75.70     45.95     52.36     83.85     13.21 
   919       53.78      1.10000   0.40000   0.00000   1.20000   0.40000   0.40000        90.40     58.00     65.00      7.73      7.22     78.50     57.38     65.71     91.93     15.93 
   920       47.22      1.10000   0.20000   0.00000   1.30000   0.40000   0.50000        85.00     67.33     52.20     13.87     -2.22     57.90     44.76     54.84     83.90     14.63 
   921       46.65      1.30000   0.20000   0.00000   1.30000   0.40000   0.40000        76.20     66.00     55.60     29.07    -18.33     61.40     49.92     62.58     82.04      2.04 
   922       49.97      0.80000   0.30000   0.20000   0.90000   0.40000   0.30000        56.40     54.40     76.60     39.73      2.22     49.60     52.06     59.49     91.61     17.53 
   923       43.78      0.80000   0.20000  -0.10000   0.90000   0.40000   0.40000        86.00     48.80     57.60    -27.47    -16.67     58.10     59.44     55.35     94.10     22.53 
   924       43.72      1.40000   0.50000   0.20000   0.90000   0.20000   0.30000        69.20     59.07     68.00     14.93    -18.89     52.70     31.43     62.22     86.12     12.41 
   925       48.74      1.40000   0.50000   0.00000   1.50000   0.30000   0.40000        79.00     48.40     59.60     24.00     11.67     67.90     38.49     59.16     84.22     14.94 
   926       43.53      0.90000   0.20000   0.20000   0.90000   0.40000   0.30000        66.20     63.47     75.60     -4.80    -12.22     45.20     51.59     55.60     86.12      8.52 
   927       51.88      1.20000   0.30000  -0.10000   1.30000   0.40000   0.30000        74.00     66.67     51.00     14.93     34.44     70.40     44.44     58.11     89.39     15.43 
   928       52.07      0.90000   0.20000   0.00000   1.10000   0.40000   0.20000        95.20     58.00     73.40     13.87     10.00     49.80     56.98     54.87     92.02     16.54 
   929       50.98      0.70000   0.20000  -0.10000   0.80000   0.30000   0.00000        93.40     73.47     64.80      5.60     23.33     29.70     58.17     54.07     88.80     18.46 
   930       52.34      0.70000   0.30000  -0.20000   0.50000   0.40000   0.00000       104.80     91.47     65.40      3.73     29.44      8.80     53.41     54.36     82.63     29.38 
   931       46.06      0.50000   0.10000   0.00000   0.60000   0.30000  -0.10000       108.60     77.33     90.40      0.00    -20.00      2.40     47.62     39.85     82.27     32.10 
   932       50.75      1.00000   0.30000   0.00000   0.80000   0.30000   0.00000        88.20     74.40     60.80     -1.07     26.67     43.30     54.37     54.00     89.21     17.59 
   933       52.29      0.60000   0.20000  -0.20000   0.70000   0.40000   0.00000        82.60     80.53     76.20     21.07      3.89     52.20     49.05     51.24     85.17     20.93 
   934       47.01      0.70000   0.30000  -0.10000   0.50000   0.50000   0.00000        54.20     73.20     79.40     30.40      1.67      6.00     60.00     62.25     82.81     20.12 
   935       43.56      0.40000   0.20000   0.10000   0.40000   0.30000  -0.10000        93.00     66.13     79.00      8.80    -22.22      4.00     50.79     44.22     81.00     30.93 
   936       46.41      0.70000   0.20000   0.00000   0.70000   0.20000  -0.10000        62.00     67.73     79.00     29.07      5.56      6.60     55.24     55.02     77.91     25.93 
   937       50.89      0.80000   0.30000  -0.20000   0.90000   0.30000   0.10000       104.00     55.60     73.40     15.73    -25.56     62.90     52.62     57.93     93.65     18.64 
   938       44.40      1.10000   0.40000  -0.10000   1.20000   0.40000   0.10000        61.40     62.40     49.60     13.87     -7.22     61.30     46.90     57.89     84.26     13.58 
   939       49.31      0.70000   0.20000  -0.30000   1.00000   0.40000   0.20000        72.00     46.80     73.00      2.40     -3.33     70.30     63.02     58.65     92.70     17.59 
   940       45.26      0.50000   0.20000  -0.30000   0.90000   0.20000   0.00000        74.80     53.33     68.00      8.53     -0.00     31.20     50.00     59.24     82.72     24.81 
   941       53.95      0.90000   0.20000  -0.10000   0.80000   0.30000   0.20000        90.60     65.73     78.40     12.80     21.67     41.10     56.59     60.33     90.34     21.91 
   942       49.80      1.00000   0.00000  -0.10000   1.10000   0.10000   0.20000        89.60     51.07     69.40     23.47    -12.22     49.50     55.48     56.58     97.78     17.35 
   943       48.36      0.80000  -0.10000   0.00000   0.90000   0.20000   0.10000        86.40     51.73     63.40     16.00     -6.11     47.00     50.79     60.58     86.49     27.28 
   944       44.58      0.50000   0.00000   0.00000   0.70000   0.10000   0.20000        92.60     59.20     72.20     -1.07    -20.56     18.30     51.67     53.75     91.07     28.64 
   945       50.08      1.00000   0.00000  -0.10000   0.80000   0.10000   0.00000        97.20     77.20     63.80     22.13    -15.56     30.20     52.06     56.47     90.43     26.85 
   946       55.04      1.30000  -0.10000  -0.10000   1.10000   0.20000   0.10000        86.40     54.27     58.20     25.33     23.89     76.00     58.41     62.98     85.58     19.38 
   947       48.20      1.00000  -0.10000  -0.20000   1.40000   0.10000   0.20000        76.00     47.87     50.20     10.40      1.11     76.10     51.35     60.15     88.62     20.25 
   948       48.82      1.60000   0.00000   0.00000   0.90000   0.20000   0.00000       102.00     62.80     59.80     13.60    -10.00     56.80     49.52     57.96     80.41     15.31 
   949       48.69      1.60000   0.00000  -0.20000   1.10000   0.30000   0.10000        77.60     63.87     60.00      2.40     -9.44     66.60     51.83     61.56     94.92     17.53 
   950       55.97      1.40000   0.00000   0.00000   1.00000   0.40000   0.20000        97.80     67.20     64.80      5.07     40.56     70.90     54.13     61.93     85.17     12.16 
   951       45.74      1.30000   0.20000   0.00000   1.10000   0.40000   0.20000        86.40     45.33     61.00      0.80    -12.78     40.40     59.21     69.16     92.43     15.49 
   952       50.99      1.10000   0.00000   0.10000   0.90000   0.20000   0.20000        80.00     67.33     82.80     18.13     -8.89     53.70     56.03     59.71     81.90     19.14 
   953       51.57      1.70000   0.00000   0.00000   1.30000   0.50000   0.00000        89.60     50.27     62.20      6.67     26.67     61.30     51.19     60.51     91.02     16.23 
   954       51.98      1.30000  -0.10000  -0.10000   1.00000   0.40000   0.20000        90.60     60.27     57.80     21.33     -7.22     59.50     60.79     59.31    100.41     17.04 
   955       45.51      1.50000  -0.10000   0.00000   1.10000   0.50000   0.20000        86.00     42.93     54.20     15.47     -5.56     57.60     48.10     60.95     83.04     12.41 
   956       52.05      1.50000   0.00000  -0.10000   0.80000   0.40000   0.10000        83.40     70.00     76.00     24.27     -6.67     51.10     48.73     65.16     89.80     18.70 
   957       50.94      1.40000   0.10000   0.10000   1.10000   0.50000   0.30000        74.60     54.40     59.60     20.27     10.00     59.90     52.14     60.98     95.37     22.16 
