constructTestCases(): generating 11 specified cases ...  DONE
    99.82     0.000000 
    39.62     1.296275 
    99.82     0.000000 
    59.49     0.445888 
    99.82     0.000000 
    43.69     1.060998 
    99.82     0.000000 
    70.72     0.202885 
    50.32     0.759753 
    63.72     0.338103 
    99.82     0.000000 
    57.28     0.511858 
    62.67     0.362477 
    47.61     0.873705 
    47.65     0.873367 
    82.45     0.070879 
    99.82     0.000000 
    99.82     0.000000 
    55.60     0.568205 
    99.82     0.000000 
    50.15     0.767137 
    50.76     0.743072 
    99.82     0.000000 
    72.36     0.178071 
    99.82     0.000000 
    49.12     0.807089 
    99.83     0.000000 
    70.24     0.211123 
    99.82     0.000000 
    50.93     0.736279 
    99.82     0.000000 
    50.87     0.739237 
    84.11     0.060794 
    99.82     0.000000 
    54.86     0.592102 
    99.82     0.000000 
    99.83     0.000000 
    62.25     0.373309 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    66.70     0.274123 
    99.82     0.000000 
    62.75     0.359805 
    99.82     0.000000 
    79.54     0.093721 
    61.73     0.387150 
    66.86     0.271792 
    99.82     0.000000 
    63.58     0.342111 
    99.82     0.000000 
    70.22     0.211417 
    60.15     0.429147 
    99.82     0.000000 
    81.81     0.075344 
    65.72     0.295038 
    96.87     0.016037 
    99.83     0.000000 
    63.20     0.348972 
    73.03     0.168255 
    86.86     0.048389 
    99.82     0.000000 
    72.98     0.169000 
    98.62     0.009773 
    99.82     0.000000 
    99.82     0.000000 
    82.80     0.068521 
    75.42     0.137957 
    99.82     0.000000 
    85.91     0.052476 
    99.82     0.000000 
    78.32     0.105809 
    98.92     0.008396 
    99.82     0.000000 
    99.82     0.001262 
    99.83     0.000000 
    99.04     0.007838 
    99.78     0.002124 
    98.76     0.009163 
    98.45     0.010440 
    93.36     0.026096 
    90.33     0.035671 
    99.71     0.003067 
    99.71     0.003067 
    37.44     1.441867 
    24.86     2.614454 
    28.77     2.164787 
    47.32     0.884946 
    36.74     1.490969 
    46.65     0.915917 
    31.17     1.934156 
    27.81     2.271371 
    38.12     1.394433 
    37.77     1.418759 
    25.03     2.601612 
    25.65     2.525977 
    22.31     3.000000 
    26.92     2.368741 
    33.37     1.740252 
    24.72     2.636614 
    22.31     3.000000 
    22.31     3.000000 
    23.54     2.814725 
    27.83     2.265051 
    25.52     2.529867 
    38.08     1.397630 
    43.62     1.066700 
    34.46     1.653089 
    33.09     1.762153 
    43.67     1.062748 
    30.75     1.967911 
    30.34     2.010655 
    23.14     2.880773 
    22.31     3.000000 
    24.33     2.691548 
    32.01     1.856384 
    40.68     1.231711 
    34.78     1.627868 
    45.52     0.968296 
    32.20     1.843797 
    25.45     2.545328 
    24.64     2.657176 
    23.36     2.843566 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    23.86     2.766352 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    24.44     2.679615 
    22.31     3.000000 
    25.60     2.528260 
    22.77     2.929906 
    23.00     2.889466 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    23.75     2.778942 
    26.08     2.467861 
    23.93     2.751988 
    23.77     2.773732 
    22.31     3.000000 
    22.46     2.985622 
    22.31     3.000000 
    25.31     2.556849 
    24.84     2.622391 
    24.13     2.720455 
    26.30     2.437632 
    23.77     2.772421 
    26.31     2.434998 
    28.47     2.200019 
    28.54     2.191875 
    31.91     1.870489 
    36.32     1.515923 
    34.46     1.653372 
    31.86     1.873638 
    35.50     1.581113 
    37.51     1.432914 
    39.80     1.287481 
    39.89     1.283293 
    37.46     1.437698 
    37.74     1.421235 
    40.23     1.261719 
    37.68     1.424616 
    38.93     1.340566 
    39.91     1.278910 
    40.65     1.235710 
    40.38     1.249029 
    40.95     1.219305 
    41.10     1.208849 
    41.11     1.207623 
    40.77     1.227316 
    40.80     1.224226 
    41.32     1.197179 
    41.53     1.182639 
    41.21     1.199867 
    41.13     1.205223 
    41.13     1.205223 
    25.27     2.568743 
    41.14     1.203519 
    61.09     0.401935 
    35.83     1.556566 
    66.54     0.277489 
    72.62     0.174103 
    47.25     0.889305 
    58.13     0.486627 
    99.82     0.000000 
    99.82     0.000000 
    52.25     0.686021 
    99.82     0.000000 
    50.69     0.747439 
    35.22     1.599124 
    34.18     1.674613 
    44.96     0.997375 
    42.02     1.152438 
    38.97     1.334686 
    35.92     1.545940 
    30.42     2.001494 
    38.27     1.382138 
    33.87     1.701278 
    28.11     2.234010 
    30.99     1.945490 
    24.34     2.688039 
    22.31     3.000000 
    22.31     3.000000 
    22.31     3.000000 
    25.49     2.537591 
    27.86     2.260735 
    30.74     1.968499 
    43.14     1.093432 
    30.91     1.956681 
    37.04     1.468814 
    28.26     2.221525 
    45.62     0.964179 
    40.00     1.272753 
    59.21     0.454493 
    42.82     1.108501 
    52.07     0.693178 
    46.64     0.916294 
    37.91     1.406398 
    46.05     0.943493 
    64.77     0.313592 
    99.82     0.000000 
    64.82     0.312770 
    72.34     0.178151 
    99.83     0.000000 
    70.41     0.208241 
    99.82     0.000000 
    99.83     0.000000 
    53.40     0.641951 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    58.54     0.472716 
    63.45     0.345240 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    66.50     0.278455 
    99.82     0.000000 
    77.25     0.116707 
    62.06     0.378248 
    75.14     0.141696 
    99.82     0.000000 
    62.62     0.363480 
    96.87     0.016044 
    73.06     0.167805 
    76.13     0.129651 
    80.40     0.086167 
    99.82     0.000000 
    99.82     0.000000 
    74.71     0.147232 
    76.96     0.120083 
    75.87     0.132882 
    64.73     0.314682 
    99.82     0.000000 
    69.86     0.217176 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    72.09     0.181352 
    99.82     0.000000 
    72.96     0.169307 
    84.79     0.057449 
    88.79     0.040904 
    97.10     0.015306 
    96.31     0.017782 
    99.82     0.000000 
    94.73     0.022294 
    95.43     0.020349 
    97.62     0.013482 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    93.56     0.025479 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    75.76     0.134369 
    99.82     0.000000 
    79.29     0.096045 
    99.83     0.000000 
    48.24     0.847631 
    99.82     0.000000 
    42.79     1.111939 
    51.71     0.706625 
    44.81     1.007130 
    99.82     0.000000 
    98.45     0.010460 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    53.11     0.654468 
    99.82     0.000000 
    42.81     1.109463 
    48.26     0.846218 
    57.89     0.494395 
    55.26     0.577278 
    99.82     0.000000 
    99.82     0.000000 
    56.50     0.537550 
    99.83     0.000000 
    99.82     0.000000 
    84.83     0.057294 
    99.82     0.000000 
    53.13     0.653556 
    99.82     0.000000 
    86.30     0.050750 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    49.82     0.779365 
    56.93     0.523506 
    99.82     0.000000 
    99.82     0.000000 
    56.98     0.521789 
    55.12     0.582370 
    99.82     0.000000 
    99.82     0.000000 
    61.73     0.387384 
    83.33     0.065268 
    56.98     0.521703 
    64.06     0.330677 
    99.82     0.000000 
    99.82     0.000000 
    88.36     0.042532 
    64.70     0.315658 
    99.82     0.000000 
    99.82     0.000000 
    76.81     0.121762 
    59.12     0.457795 
    99.82     0.000000 
    99.82     0.000000 
    72.75     0.172533 
    99.82     0.000000 
    99.83     0.000000 
    64.44     0.321713 
    68.42     0.241784 
    65.93     0.290250 
    99.83     0.000000 
    91.69     0.031362 
    99.83     0.000000 
    75.76     0.134331 
    99.82     0.000000 
    99.82     0.000000 
    70.78     0.201773 
    99.82     0.000000 
    99.82     0.000000 
    78.67     0.102007 
    81.18     0.079730 
    99.82     0.000000 
    94.25     0.023584 
    75.41     0.138076 
    99.82     0.000000 
    77.12     0.118163 
    98.21     0.011300 
    99.82     0.000000 
    99.11     0.007446 
    99.81     0.001486 
    94.55     0.022774 
    97.19     0.014958 
    94.09     0.023999 
    99.41     0.005712 
    99.82     0.000000 
    98.31     0.010948 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    40.19     1.265093 
    37.10     1.463744 
    35.36     1.585712 
    59.03     0.460631 
    43.96     1.049994 
    76.13     0.129566 
    99.82     0.000000 
    60.15     0.429205 
    99.82     0.000000 
    54.24     0.612808 
    99.82     0.000000 
    99.82     0.000000 
    73.77     0.159237 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    47.25     0.889845 
    45.87     0.954275 
    34.06     1.688765 
    23.53     2.817673 
    27.57     2.293957 
    25.05     2.591381 
    30.99     1.946430 
    24.42     2.687684 
    35.92     1.545001 
    27.41     2.310453 
    24.43     2.685675 
    54.11     0.617622 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    49.69     0.784624 
    82.94     0.067762 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    62.71     0.361256 
    99.83     0.000000 
    99.82     0.000000 
    75.45     0.137572 
    63.62     0.340835 
    53.41     0.641356 
    56.99     0.521272 
    50.15     0.767147 
    48.85     0.821505 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    84.23     0.060135 
    99.82     0.000000 
    60.38     0.421508 
    99.82     0.000000 
    71.27     0.194276 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    70.87     0.200276 
    99.82     0.000000 
    61.30     0.396478 
    99.82     0.000000 
    99.30     0.006387 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    93.72     0.024976 
    99.82     0.000000 
    72.91     0.170234 
    77.28     0.116277 
    64.67     0.316468 
    73.42     0.164038 
    99.82     0.000000 
    99.82     0.000000 
    77.94     0.109641 
    65.14     0.305514 
    99.82     0.000000 
    98.05     0.011938 
    76.70     0.122879 
    99.82     0.000000 
    96.02     0.018695 
    99.82     0.000000 
    99.82     0.000000 
    82.57     0.070054 
    99.82     0.000000 
    96.81     0.016227 
    83.78     0.062623 
    93.36     0.026120 
    95.33     0.020644 
    99.71     0.003033 
    99.82     0.000000 
    99.82     0.000000 
    97.25     0.014794 
    99.82     0.000000 
    96.22     0.018093 
    98.66     0.009562 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    40.79     1.224760 
    99.82     0.000000 
    73.40     0.164256 
    99.82     0.000000 
    99.82     0.000000 
    67.67     0.255502 
    47.02     0.900131 
    99.82     0.000000 
    99.82     0.000000 
    47.56     0.877165 
    43.48     1.076645 
    98.88     0.008584 
    99.82     0.000000 
    64.22     0.326401 
    99.83     0.000000 
    65.42     0.299299 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    52.67     0.669056 
    76.59     0.124111 
    50.24     0.763712 
    70.01     0.214229 
    99.82     0.000000 
    56.63     0.534360 
    49.59     0.790285 
    99.82     0.000000 
    53.14     0.653097 
    99.82     0.000000 
    60.92     0.406587 
    75.68     0.135366 
    48.92     0.817318 
    99.83     0.000000 
    52.49     0.675390 
    70.78     0.201964 
    49.64     0.787392 
    63.69     0.339184 
    99.82     0.000000 
    52.31     0.683089 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    49.47     0.795790 
    52.89     0.662954 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    53.13     0.653761 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    53.54     0.636700 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    93.19     0.026629 
    63.69     0.339038 
    99.82     0.000000 
    59.77     0.438197 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    57.66     0.501576 
    99.82     0.000000 
    70.28     0.210426 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    73.90     0.157841 
    88.07     0.043620 
    75.57     0.136505 
    99.82     0.000000 
    76.92     0.120409 
    99.82     0.000000 
    99.82     0.000000 
    75.37     0.138611 
    99.82     0.000000 
    93.69     0.025040 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    98.38     0.010685 
    94.16     0.023813 
    99.82     0.000000 
    98.29     0.011042 
    99.82     0.000000 
    99.82     0.000000 
    95.02     0.021522 
    99.82     0.000000 
    99.82     0.000000 
    42.87     1.105059 
    48.12     0.853469 
    56.89     0.525795 
    99.82     0.000000 
    77.48     0.114308 
    55.54     0.570439 
    65.27     0.302553 
    46.72     0.912690 
    99.83     0.000427 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    51.83     0.699656 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    39.56     1.302153 
    99.82     0.000000 
    42.02     1.152928 
    99.82     0.000000 
    99.82     0.000000 
    68.92     0.233521 
    43.02     1.100530 
    53.23     0.648250 
    53.19     0.650314 
    99.82     0.000000 
    96.08     0.018472 
    48.50     0.833756 
    99.82     0.000000 
    99.82     0.000000 
    77.57     0.113214 
    47.10     0.897878 
    99.82     0.000000 
    73.15     0.166726 
    99.82     0.000000 
    99.82     0.000000 
    46.16     0.939048 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    55.62     0.566980 
    99.82     0.000000 
    55.02     0.586111 
    68.27     0.244394 
    99.82     0.000000 
    77.63     0.112496 
    89.65     0.037870 
    77.34     0.115616 
    55.91     0.556296 
    99.82     0.000000 
    99.82     0.000000 
    61.67     0.388881 
    68.52     0.239649 
    99.82     0.000000 
    99.82     0.000000 
    64.33     0.323752 
    99.83     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    61.24     0.398434 
    65.21     0.304499 
    73.15     0.166881 
    99.83     0.000000 
    99.82     0.000000 
    66.70     0.274181 
    99.82     0.000000 
    99.82     0.000000 
    63.09     0.351478 
    64.16     0.328085 
    81.06     0.080651 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    78.33     0.105552 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    82.88     0.068189 
    85.02     0.056383 
    84.06     0.061035 
    99.82     0.000000 
    99.82     0.000000 
    92.84     0.027724 
    96.94     0.015783 
    93.48     0.025694 
    92.33     0.029368 
    93.54     0.025524 
    99.83     0.000000 
    94.70     0.022403 
    93.36     0.026105 
    99.83     0.000000 
    95.12     0.021246 
    99.82     0.000000 
    48.48     0.835508 
    40.64     1.237703 
    45.10     0.988420 
    43.16     1.091450 
    99.82     0.000000 
    58.98     0.461229 
    99.82     0.000000 
    55.07     0.584242 
    40.55     1.241168 
    48.43     0.838026 
    43.08     1.096055 
    42.73     1.114515 
    52.90     0.662817 
    99.82     0.000000 
    50.26     0.762058 
    45.47     0.971644 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    48.32     0.842947 
    48.48     0.835592 
    45.34     0.979718 
    99.82     0.000000 
    55.91     0.556227 
    48.14     0.852407 
    62.26     0.372928 
    99.82     0.000000 
    45.61     0.964923 
    99.83     0.000000 
    99.83     0.000000 
    47.61     0.874041 
    64.06     0.330419 
    54.82     0.593143 
    62.06     0.378475 
    99.82     0.000000 
    54.12     0.617031 
    45.14     0.985435 
    99.82     0.000000 
    99.82     0.000000 
    58.53     0.473649 
    99.82     0.000000 
    54.12     0.617114 
    54.07     0.618723 
    50.06     0.772625 
    74.22     0.153621 
    99.82     0.000000 
    99.82     0.000000 
    82.60     0.069881 
    81.73     0.075999 
    55.33     0.574355 
    99.82     0.000000 
    72.45     0.176683 
    80.33     0.086753 
    99.82     0.000000 
    67.66     0.255724 
    99.82     0.000000 
    72.45     0.176654 
    99.82     0.000000 
    60.86     0.409329 
    99.82     0.000000 
    99.82     0.000000 
    57.86     0.494884 
    61.97     0.380191 
    96.31     0.017781 
    99.82     0.000000 
    99.82     0.000000 
    74.71     0.147169 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    64.55     0.318982 
    66.43     0.280209 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.05     0.007768 
    99.82     0.000000 
    99.43     0.005586 
    99.82     0.000000 
    99.82     0.000000 
    99.59     0.004341 
    99.82     0.000000 
    99.82     0.000000 
    77.41     0.114736 
    88.86     0.040663 
    99.82     0.000000 
    93.69     0.025031 
    99.82     0.000000 
    99.82     0.000000 
    97.19     0.014997 
    97.46     0.014044 
    92.43     0.029042 
    99.82     0.000000 
    99.51     0.004914 
    99.83     0.000264 
    99.82     0.000000 
    99.83     0.000064 
    99.83     0.000064 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    37.16     1.459333 
    61.87     0.382950 
    99.82     0.000000 
    43.42     1.079239 
    99.82     0.000000 
    68.01     0.248758 
    99.82     0.000000 
    80.21     0.087791 
    83.71     0.063009 
    99.82     0.000000 
    99.82     0.000000 
    50.59     0.750931 
    99.82     0.000000 
    49.77     0.781921 
    99.82     0.000000 
    44.01     1.046937 
    99.82     0.000000 
    70.86     0.200495 
    49.98     0.774146 
    99.82     0.000000 
    99.82     0.000000 
    84.47     0.059030 
    99.82     0.000000 
    46.00     0.947655 
    99.82     0.000000 
    99.82     0.000000 
    66.96     0.269352 
    65.42     0.299279 
    52.41     0.680043 
    99.82     0.000000 
    49.31     0.803220 
    99.82     0.000000 
    99.82     0.000000 
    65.72     0.295076 
    54.05     0.620615 
    57.84     0.496065 
    91.03     0.033450 
    58.11     0.487456 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    64.15     0.328336 
    99.82     0.000000 
    53.87     0.626528 
    48.85     0.821771 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    56.55     0.536122 
    72.61     0.174304 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    57.07     0.518378 
    77.34     0.115667 
    76.60     0.124023 
    63.00     0.354579 
    68.45     0.241143 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    65.19     0.304891 
    76.05     0.130718 
    99.82     0.000000 
    65.29     0.302182 
    71.18     0.195822 
    79.71     0.092107 
    66.32     0.282521 
    99.83     0.000000 
    73.85     0.158593 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    82.39     0.071256 
    99.82     0.000000 
    71.65     0.188374 
    90.18     0.036177 
    87.82     0.044584 
    97.85     0.012652 
    99.82     0.000000 
    93.51     0.025615 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.60     0.004253 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    95.91     0.018986 
    96.60     0.016900 
    99.01     0.008000 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    42.83     1.107480 
    38.88     1.343585 
    43.97     1.048360 
    30.40     2.006305 
    23.36     2.841372 
    35.24     1.595901 
    27.85     2.262975 
    22.39     2.997608 
    23.86     2.768203 
    26.74     2.388434 
    25.03     2.601562 
    36.45     1.510342 
    31.25     1.924826 
    22.31     3.000000 
    34.13     1.683660 
    38.08     1.397343 
    47.56     0.876223 
    78.32     0.105805 
    65.24     0.303555 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    47.53     0.879502 
    57.85     0.495249 
    55.28     0.576588 
    68.38     0.242121 
    99.82     0.000000 
    65.27     0.302627 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    60.63     0.414834 
    54.00     0.622330 
    67.87     0.251436 
    56.20     0.545740 
    52.25     0.686235 
    99.82     0.000000 
    99.82     0.000000 
    51.45     0.716022 
    99.82     0.000000 
    49.36     0.799458 
    99.82     0.000000 
    54.57     0.603742 
    99.82     0.000000 
    99.83     0.000000 
    78.07     0.108167 
    98.53     0.010097 
    99.82     0.000000 
    99.82     0.000000 
    71.87     0.184503 
    99.82     0.000000 
    60.15     0.429460 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    57.85     0.495454 
    99.82     0.000000 
    76.65     0.123522 
    57.32     0.509839 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    75.14     0.141746 
    92.73     0.028125 
    69.60     0.221789 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    65.70     0.295422 
    63.17     0.349487 
    62.91     0.356586 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    77.36     0.115300 
    88.54     0.041832 
    75.46     0.137477 
    99.82     0.000000 
    76.70     0.122917 
    99.82     0.000000 
    75.18     0.141120 
    80.35     0.086545 
    94.14     0.023851 
    99.82     0.000000 
    99.82     0.000000 
    98.74     0.009233 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    98.08     0.011805 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    37.45     1.440670 
    99.82     0.000000 
    62.46     0.368374 
    80.94     0.081590 
    46.21     0.936233 
    62.55     0.365941 
    86.32     0.050679 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    46.95     0.905555 
    44.98     0.994897 
    99.82     0.000000 
    99.82     0.000000 
    47.71     0.869935 
    83.79     0.062503 
    45.07     0.991967 
    99.83     0.000000 
    57.63     0.502327 
    69.10     0.230037 
    99.82     0.000000 
    99.82     0.000000 
    99.83     0.000000 
    78.34     0.105458 
    61.47     0.391508 
    99.82     0.000000 
    60.81     0.409939 
    50.34     0.758007 
    99.82     0.000000 
    76.83     0.121602 
    53.50     0.638907 
    99.82     0.000000 
    99.82     0.000000 
    50.33     0.758106 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    63.69     0.339324 
    99.82     0.000000 
    66.74     0.273312 
    60.68     0.413561 
    48.68     0.830106 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    56.19     0.546180 
    61.03     0.403572 
    99.83     0.000000 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    56.68     0.532859 
    99.83     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    99.82     0.000000 
    68.94     0.233091 
    63.01     0.354030 
    99.83     0.000000 
    94.46     0.023024 
    57.86     0.494741 
    99.82     0.000000 
    99.82     0.000000 
    71.04     0.197617 
    81.10     0.080306 
    99.82     0.000000 
    76.01     0.131113 
    75.42     0.138026 
    99.82     0.000000 
    64.43     0.322191 
    64.82     0.312673 
    87.20     0.047048 
    74.45     0.150390 
    99.82     0.000000 
    72.91     0.170165 
    82.25     0.072213 
    99.82     0.000000 
    75.20     0.140855 
    99.82     0.000000 
    91.21     0.032914 
    99.82     0.000000 
