constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   872       57.74     61.53724  4988.87760        70.80     64.00     97.20     13.07      5.56     84.20     49.05     74.22     89.84     29.51 
   873       53.95     74.91382  4818.08409        89.20     62.53     77.20     -4.80      2.22     55.90     59.60     80.40     90.84     26.42 
   874       60.64     54.49328  4918.30522        91.20     82.53     72.80     19.73     -7.78     78.20     57.22     80.15     93.65     38.70 
   875       60.32     60.40853  4809.08389        75.00     63.33     63.00     23.73     45.00     77.50     62.78     74.87     82.13     35.86 
   876       55.91     61.29544  4933.61053        89.20     66.93     64.40     27.20    -27.78     81.90     55.16     76.25     89.25     36.60 
   877       59.21     60.13640  4494.33901        63.00     77.33     76.40     38.13     -9.44     87.50     55.48     83.53     88.16     32.04 
   878       54.53     73.61502  4096.71754        91.00     65.87     52.60     21.33     -1.67     71.50     54.84     74.18     83.45     32.16 
   879       59.74     72.47256  4063.11224       101.60     78.13     61.60     41.60    -11.67     61.90     66.75     77.20     86.89     33.40 
   880       56.00     66.78112  4147.72808        99.60     63.20     52.60      6.13      4.44     61.30     68.17     79.64     88.71     36.17 
   881       55.21     77.71793  4210.12234        89.60     61.07     68.80     10.93     -6.11     58.50     63.10     78.18     89.93     38.15 
   882       60.18     83.42449  4244.88762        88.00     74.27     64.60     51.20      3.89     66.20     60.08     73.82     93.47     26.30 
   883       54.52     89.47956  4022.89430        92.80     71.33     65.40     15.20    -15.56     55.40     61.03     74.44     87.39     37.78 
   884       53.43     88.49049  4104.95366        80.40     74.67     74.20     -1.87      7.22     56.30     59.13     69.89     88.21     26.11 
   885       58.53     86.89563  4271.84435        94.40     64.00     84.80     23.47     -2.22     71.90     54.05     70.80     86.44     37.72 
   886       56.60     81.69519  4047.53880        95.40     68.67     87.00      5.07      7.78     55.10     60.79     71.38     92.29     22.53 
   887       60.04     84.81086  4506.00047        90.20     78.93     75.00      7.20     30.00     64.60     63.10     75.24     86.85     29.26 
   888       56.59     94.96423  4569.03205        84.00     80.40     85.80     13.07     -4.44     55.40     60.48     71.56     94.20     25.43 
   889       51.82     74.83885  4501.86976        87.20     65.87     72.40     19.73    -17.22     58.30     49.76     68.22     81.13     32.78 
   890       54.43     85.97838  4536.45377        71.60     69.47     68.40      0.27     22.22     54.90     61.83     72.47     92.65     30.49 
   891       48.94     87.39409  4383.22804        77.60     66.00     53.60     24.53    -31.11     52.40     65.40     72.80     79.86     28.27 
   892       57.92     78.89060  4571.60757        95.00     75.07     87.80     22.40     -7.22     59.40     52.70     72.62     79.55     41.85 
   893       57.08     82.89409  4544.34270        97.60     72.93     65.40     26.40     -6.67     56.80     55.87     71.45     98.19     32.78 
   894       54.45     78.61739  4608.36387        71.80     75.20     65.60     25.07     -7.78     54.20     58.49     73.49     98.32     30.12 
   895       57.08     86.96095  4627.90013        72.80     78.80     78.40     18.67     21.11     56.50     61.98     76.47     85.31     20.74 
   896       57.13     85.90902  4573.67665        83.00     68.00     85.20     14.40     11.67     61.70     57.46     74.15     84.35     31.42 
   897       54.12     83.79164  4663.21798        77.00     68.27     84.80     18.93    -17.22     57.90     51.67     76.55     91.61     31.73 
   898       50.08     84.49208  4596.19828        73.80     59.60     65.20     24.00    -28.89     56.60     63.57     64.40     91.29     31.23 
   899       51.65     86.36487  4601.09522        68.00     68.13     69.60      2.67      8.33     53.10     51.19     71.16     91.75     32.53 
   900       56.55     84.63152  4520.77745        90.60     74.93     64.80     27.47     -2.78     65.00     56.75     70.55     86.49     31.73 
   901       51.97     84.29264  4487.12048        88.20     78.40     76.00     16.53    -20.56     44.40     50.32     71.64     82.54     32.22 
   902       49.36     85.27468  4514.20154        72.00     55.33     42.20     16.27    -10.56     64.50     62.62     74.33     86.30     30.62 
   903       58.06     85.53004  4501.68225       104.60     70.53     82.20      7.20     20.56     60.70     56.11     73.49     81.00     24.20 
   904       52.57     84.91077  4526.99675        91.80     57.33     70.20     28.00      1.11     50.50     40.24     67.13     84.08     35.31 
   905       57.54     84.20343  4502.39299        86.20     70.27     61.60     12.27     11.11     74.50     56.59     74.58     88.57     39.75 
   906       54.21     84.25670  4485.73881        91.80     63.20     70.20      0.27     10.00     44.10     65.48     75.13     83.27     38.64 
   907       52.69     84.70633  4483.95748        79.80     64.27     68.00     11.73     11.67     55.90     54.52     71.71     79.50     29.81 
   908       60.81     84.54137  4489.11184       105.60     72.27     75.40     34.13     10.56     65.00     53.81     73.96     87.48     29.94 
   909       53.96     85.00872  4504.05469        90.80     79.60     63.60     11.20     -7.78     51.20     52.86     73.67     98.87     25.56 
   910       51.75     84.54137  4489.11184        84.20     60.53     66.20     34.67     -6.11     48.50     45.32     70.51     84.67     29.01 
   911       56.16     106.33851  3342.11554        66.20     65.33     82.40     26.67     22.78     50.30     64.37     70.80     88.80     23.95 
   912       49.81     152.23413  2312.17826        90.40     62.80     58.60     26.40    -18.89     33.10     63.25     63.45     89.21     29.81 
   913       56.22     187.82495  3427.95731        88.40     72.40     81.80     30.13      1.11     51.70     62.46     57.13     82.99     34.07 
   914       52.33     177.26732  2667.77405        95.00     71.20     76.40      2.67    -11.11     51.90     56.11     56.15     93.97     31.05 
   915       50.23     183.52605  4065.47106       107.00     70.40     73.60     -7.47    -18.33     46.40     55.32     55.24     85.71     34.38 
   916       51.94     158.73750  4536.90829        93.20     72.80     60.80      0.27      2.78     37.30     67.22     61.75     93.29     30.00 
   917       52.62     147.32429  3285.45161        91.40     81.33     76.00     21.60      2.78     26.00     46.75     61.20     91.79     27.35 
   918       56.96     109.46605  2058.66693        81.40     70.80     73.00     18.40     26.67     52.30     52.70     72.55     88.07     33.70 
   919       51.23     110.54564  3105.73389        90.60     70.67     65.80     15.73    -17.22     55.50     56.11     67.60     80.82     26.67 
   920       59.32     76.56265  1865.97700       113.40     62.27     66.40      5.07     23.33     60.80     72.70     69.09     87.07     33.02 
   921       52.35     85.19215  2143.27871       112.20     69.73     52.40     -5.07    -13.89     59.80     47.38     75.64     92.20     33.09 
   922       53.77     62.73261  1946.23612        77.60     64.13     67.60      1.07      3.33     63.60     61.51     75.24     92.83     30.80 
   923       52.24     94.12290  1632.64167        92.20     67.20     80.00     28.80    -28.33     40.10     51.51     67.82     88.93     34.14 
   924       55.97     70.16424  2145.38953        98.40     65.47     76.00      8.80     -0.56     63.60     60.00     74.36     86.58     27.04 
   925       53.73     29.89622  2929.92230        74.40     49.87     58.20      3.73     -4.44     79.50     59.68     80.95     94.01     41.42 
   926       54.08     35.18932  2238.64316        87.20     63.60     63.80     11.20    -22.78     79.00     58.73     86.40     86.39     27.22 
   927       57.62     66.14449  2980.71229        86.20     72.80     76.80     10.13     -7.78     72.00     56.59     75.96     94.20     39.26 
   928       48.92     97.34579  2076.42079        57.20     75.73     63.80     11.73    -13.89     47.10     58.17     71.45     91.34     26.54 
   929       55.55     124.71988  1806.46822        87.40     73.20     61.60     17.07     12.78     41.70     61.19     63.20     96.19     41.17 
   930       50.06     111.41140  1857.39819        81.20     74.00     69.40    -19.47      6.11     42.70     58.81     67.49     88.80     31.54 
   931       54.79     105.75353  2825.01471       109.40     80.40     77.20    -21.60     -7.22     56.30     66.90     69.71     85.67     31.11 
   932       48.97     82.19721  2143.29602        66.60     62.27     66.60     16.00    -15.00     57.60     51.59     74.07     82.90     27.04 
   933       51.14     90.14934  2894.27315        96.60     54.00     50.00     10.13    -14.44     49.20     52.86     82.22    104.31     26.48 
   934       61.08     94.42965  3202.13573       103.80     76.80     75.00     34.13     22.78     64.50     56.11     70.44     90.88     16.36 
   935       54.94     58.82588  3978.49545        62.80     73.87     64.00     22.40     23.33     66.60     48.41     71.78     88.98     27.22 
   936       62.50     55.26968  3953.04782       107.60     64.53     67.40     22.40     22.22     77.60     61.98     76.00     96.73     28.52 
   937       58.78     22.45066  4244.91810       100.20     70.00     62.20     13.60     17.78     83.80     59.68     73.93     89.66     16.91 
   938       56.18     50.30958  4811.39525        78.20     74.40     65.20     10.93     10.56     73.80     56.67     73.09     90.29     28.64 
   939       60.44     80.84255  4908.78981       106.00     61.07     74.80     10.40     15.00     69.80     66.90     75.31     90.39     34.69 
   940       49.79     109.14679  4167.32190        66.60     72.13     69.40     19.20    -20.56     54.20     53.10     69.89     81.32     32.65 
   941       50.08     82.21635  4794.06651        86.00     62.27     61.60      3.47    -15.00     60.20     63.41     70.47     85.94     22.47 
   942       56.70     61.73072  4679.73096        94.00     68.13     69.00     21.60     -8.89     68.50     58.41     74.58     87.80     33.89 
   943       57.17     89.92206  4724.88357       100.40     60.13     66.00      8.80     29.44     63.40     48.65     72.84     92.93     29.14 
   944       53.02     52.10305  4644.94604        73.80     64.67     59.40     38.40    -31.67     64.50     54.76     77.64     94.15     34.51 
   945       53.39     76.29719  4561.47539        80.20     74.80     66.60      5.33     -3.33     64.60     55.00     81.56     83.49     25.68 
   946       52.18     63.82314  4978.59179        88.00     63.87     54.20      1.87     -6.67     69.30     50.08     73.82     86.08     41.23 
   947       51.90     62.73931  4679.13681        64.40     68.80     86.20     -1.07     -9.44     64.40     56.67     77.20     82.54     29.32 
   948       53.76     54.61815  3971.56662        91.80     61.07     80.60      9.07    -29.44     59.80     63.57     80.55     93.38     27.22 
   949       62.64     39.08474  3802.61752        91.00     68.13     78.40     36.27     35.56     58.10     56.27     78.15     96.10     28.46 
   950       51.46     27.33819  4484.54619        64.20     64.40     66.60      7.47    -12.78     77.20     57.70     80.87     76.55     32.41 
   951       57.39     21.05205  4015.82034        95.60     66.53     60.20     20.80     23.89     78.90     51.03     76.84     81.86     18.21 
   952       52.82     25.28358  4231.27565        70.20     56.13     43.00     12.80      2.78     83.50     71.03     78.76     88.84     21.11 
   953       52.54     57.32038  3567.26481        87.00     57.60     56.40     23.20    -30.56     62.90     61.98     78.18     84.31     44.38 
   954       54.62     30.82424  4358.17996        81.20     62.13     68.20     31.47    -32.22     78.00     51.19     83.96     90.75     31.54 
   955       61.38     58.28934  4072.57062        97.80     59.07     60.20      4.53     42.78     76.40     59.37     84.29     94.88     34.44 
   956       54.12     33.30411  3681.00086        85.20     52.67     62.40      6.13     19.44     62.20     56.35     81.89     88.66     26.23 
   957       51.49     32.37063  4585.76867        88.20     55.87     68.20     -8.27    -40.56     80.80     65.95     84.29     91.29     29.14 
   958       64.29     79.05341  4072.85426        93.40     82.53     80.20     27.73     26.11     70.60     64.92     75.75     89.02     32.65 
   959       58.97     71.90796  4720.04296        94.60     66.53     81.40      3.20     35.56     70.30     48.17     75.60     87.35     27.04 
   960       55.80     99.31631  3386.13440       104.80     70.93     77.40     13.87      5.56     43.30     49.05     74.07     87.39     31.60 
