constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.100000  -0.400000  -0.400000  ]  [  0.300000  0.000000  0.000000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
Total repeats: 1000

           Batch performances                            By-cases performance as: Sum rewards

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   638    3511.21    407.79     90.24     57.47          293.54    280.96    186.47    224.67    103.59    549.05    452.44    574.07    374.78    471.65 
   639    3511.15    407.85     90.24     57.47          293.53    280.93    186.47    224.70    103.60    548.98    452.40    574.08    374.76    471.70 
   640    3511.28    407.72     90.24     57.48          293.52    280.94    186.49    224.69    103.61    548.96    452.43    574.06    374.85    471.74 
   641    3511.09    407.91     90.23     57.46          293.54    280.91    186.48    224.70    103.60    548.84    452.41    574.07    374.82    471.72 
   642    3511.15    407.85     90.24     57.46          293.55    280.88    186.47    224.65    103.61    548.93    452.42    574.11    374.84    471.69 
   643    3511.41    407.59     90.24     57.50          293.56    280.88    186.46    224.72    103.65    548.87    452.46    574.24    374.90    471.67 
   644    3511.31    407.69     90.24     57.50          293.57    280.89    186.45    224.75    103.66    548.80    452.41    574.28    374.82    471.69 
   645    3511.17    407.83     90.24     57.47          293.55    280.90    186.42    224.72    103.65    548.65    452.43    574.34    374.80    471.71 
   646    3511.14    407.86     90.24     57.47          293.56    280.90    186.43    224.67    103.67    548.72    452.44    574.27    374.83    471.65 
   647    3511.06    407.94     90.24     57.48          293.54    280.90    186.41    224.65    103.68    548.82    452.41    574.22    374.77    471.66 
   648    3510.97    408.03     90.23     57.47          293.52    280.92    186.42    224.70    103.67    548.80    452.39    574.11    374.75    471.69 
   649    3510.96    408.04     90.24     57.49          293.52    280.89    186.45    224.75    103.68    548.75    452.43    574.15    374.75    471.60 
   650    3511.12    407.88     90.24     57.52          293.56    280.85    186.51    224.77    103.69    548.80    452.36    574.24    374.76    471.57 
   651    3511.02    407.98     90.24     57.52          293.58    280.83    186.53    224.77    103.71    548.73    452.36    574.29    374.70    471.51 
   652    3511.03    407.97     90.24     57.50          293.58    280.81    186.52    224.79    103.68    548.69    452.37    574.38    374.72    471.49 
   653    3510.88    408.12     90.24     57.51          293.58    280.79    186.50    224.81    103.71    548.64    452.28    574.25    374.75    471.57 
   654    3510.90    408.10     90.24     57.50          293.56    280.77    186.52    224.80    103.70    548.59    452.30    574.31    374.76    471.59 
   655    3510.79    408.21     90.24     57.48          293.57    280.75    186.48    224.78    103.70    548.62    452.27    574.24    374.77    471.60 
   656    3511.00    408.00     90.24     57.51          293.59    280.81    186.52    224.79    103.69    548.67    452.26    574.23    374.82    471.62 
   657    3510.95    408.05     90.24     57.51          293.60    280.80    186.54    224.77    103.70    548.56    452.35    574.24    374.79    471.60 
   658    3510.97    408.03     90.24     57.51          293.62    280.77    186.53    224.80    103.69    548.57    452.38    574.16    374.76    471.68 
   659    3511.11    407.89     90.25     57.55          293.64    280.78    186.53    224.84    103.71    548.63    452.34    574.21    374.73    471.69 
   660    3510.87    408.13     90.24     57.52          293.65    280.78    186.52    224.84    103.68    548.53    452.38    574.10    374.70    471.67 
   661    3510.99    408.01     90.24     57.54          293.66    280.73    186.54    224.88    103.70    548.52    452.40    574.10    374.70    471.75 
   662    3510.96    408.04     90.24     57.52          293.64    280.77    186.48    224.84    103.68    548.54    452.42    574.09    374.66    471.81 
   663    3511.18    407.82     90.24     57.52          293.64    280.78    186.49    224.80    103.68    548.63    452.42    574.21    374.73    471.81 
   664    3511.10    407.90     90.24     57.51          293.61    280.77    186.49    224.79    103.67    548.65    452.44    574.18    374.72    471.77 
   665    3511.25    407.75     90.25     57.53          293.64    280.80    186.54    224.80    103.67    548.68    452.52    574.20    374.65    471.75 
   666    3511.27    407.73     90.25     57.55          293.65    280.84    186.54    224.82    103.68    548.74    452.60    574.13    374.56    471.72 
   667    3511.19    407.81     90.25     57.55          293.68    280.82    186.53    224.79    103.69    548.71    452.58    574.15    374.55    471.68 
   668    3511.18    407.82     90.25     57.54          293.69    280.88    186.53    224.76    103.68    548.62    452.61    574.13    374.53    471.74 
   669    3511.37    407.63     90.25     57.55          293.72    280.87    186.55    224.74    103.68    548.66    452.59    574.12    374.63    471.81 
   670    3511.15    407.85     90.25     57.54          293.73    280.90    186.55    224.72    103.68    548.60    452.54    574.05    374.58    471.81 
   671    3511.20    407.80     90.25     57.56          293.70    280.90    186.56    224.73    103.71    548.64    452.55    574.02    374.59    471.80 
   672    3511.28    407.72     90.25     57.56          293.69    280.92    186.58    224.72    103.71    548.68    452.53    574.03    374.60    471.82 
   673    3511.32    407.68     90.25     57.56          293.69    280.94    186.56    224.73    103.71    548.63    452.55    574.13    374.56    471.81 
   674    3511.21    407.79     90.25     57.56          293.71    280.91    186.52    224.76    103.71    548.65    452.53    574.11    374.50    471.82 
   675    3511.26    407.74     90.25     57.57          293.73    280.94    186.54    224.75    103.71    548.67    452.52    574.06    374.55    471.79 
   676    3511.42    407.58     90.25     57.59          293.72    280.90    186.60    224.77    103.71    548.75    452.55    574.10    374.55    471.78 
   677    3511.48    407.52     90.26     57.60          293.71    280.88    186.63    224.80    103.70    548.75    452.60    574.09    374.54    471.78 
   678    3511.51    407.49     90.26     57.60          293.71    280.88    186.61    224.80    103.70    548.77    452.65    574.07    374.53    471.80 
   679    3511.41    407.59     90.25     57.57          293.71    280.88    186.61    224.79    103.67    548.72    452.58    574.11    374.56    471.78 
   680    3511.50    407.50     90.25     57.58          293.68    280.91    186.64    224.80    103.66    548.78    452.62    574.07    374.60    471.74 
   681    3511.75    407.25     90.26     57.60          293.67    280.90    186.64    224.78    103.67    548.88    452.64    574.12    374.65    471.81 
   682    3511.67    407.33     90.26     57.59          293.65    280.94    186.67    224.76    103.66    548.80    452.63    574.14    374.59    471.83 
   683    3511.44    407.56     90.25     57.57          293.68    280.95    186.68    224.74    103.65    548.77    452.61    574.01    374.54    471.81 
   684    3511.43    407.57     90.25     57.56          293.69    280.96    186.67    224.74    103.63    548.68    452.64    574.06    374.57    471.79 
   685    3511.42    407.58     90.25     57.56          293.70    280.96    186.67    224.79    103.61    548.70    452.54    574.06    374.56    471.83 
   686    3511.40    407.60     90.25     57.56          293.72    280.94    186.67    224.79    103.60    548.79    452.56    573.99    374.54    471.81 
   687    3511.31    407.69     90.25     57.53          293.73    280.95    186.62    224.75    103.58    548.80    452.51    574.06    374.58    471.73 
   688    3511.22    407.78     90.24     57.52          293.73    280.95    186.62    224.74    103.58    548.76    452.49    574.05    374.54    471.77 
   689    3511.17    407.83     90.24     57.52          293.75    280.93    186.62    224.74    103.60    548.66    452.51    574.01    374.59    471.76 
   690    3510.90    408.10     90.24     57.49          293.77    280.92    186.63    224.69    103.58    548.68    452.43    573.99    374.55    471.66 
   691    3510.88    408.12     90.24     57.47          293.73    280.91    186.63    224.68    103.57    548.68    452.44    573.96    374.57    471.73 
   692    3510.90    408.10     90.24     57.49          293.72    280.91    186.63    224.69    103.60    548.58    452.49    574.01    374.57    471.70 
   693    3510.91    408.09     90.24     57.48          293.73    280.91    186.64    224.64    103.60    548.56    452.51    573.93    374.64    471.75 
   694    3511.01    407.99     90.24     57.50          293.75    280.89    186.69    224.64    103.61    548.62    452.51    573.88    374.61    471.80 
   695    3510.86    408.14     90.24     57.50          293.76    280.87    186.61    224.68    103.62    548.62    452.50    573.87    374.58    471.74 
   696    3510.85    408.15     90.24     57.50          293.74    280.91    186.62    224.71    103.61    548.62    452.54    573.84    374.59    471.69 
   697    3510.94    408.06     90.24     57.52          293.73    280.94    186.62    224.74    103.61    548.65    452.53    573.88    374.55    471.70 
   698    3510.86    408.14     90.24     57.50          293.69    280.99    186.62    224.70    103.61    548.65    452.46    573.90    374.53    471.70 
   699    3510.83    408.17     90.24     57.50          293.66    280.98    186.63    224.72    103.62    548.67    452.49    573.82    374.59    471.65 
   700    3510.90    408.10     90.24     57.51          293.66    280.98    186.61    224.69    103.65    548.70    452.54    573.86    374.58    471.64 
   701    3510.86    408.14     90.24     57.50          293.65    280.94    186.64    224.71    103.62    548.63    452.61    573.83    374.58    471.65 
   702    3511.16    407.84     90.25     57.53          293.67    280.94    186.71    224.67    103.64    548.70    452.64    573.92    374.62    471.67 
   703    3511.19    407.81     90.25     57.52          293.69    280.90    186.71    224.65    103.61    548.74    452.62    573.97    374.61    471.68 
   704    3511.45    407.55     90.25     57.55          293.69    280.93    186.72    224.69    103.61    548.81    452.67    573.99    374.62    471.73 
   705    3511.74    407.26     90.26     57.57          293.72    280.95    186.75    224.67    103.61    548.86    452.69    574.11    374.62    471.76 
   706    3511.76    407.24     90.26     57.56          293.73    280.95    186.75    224.66    103.59    548.89    452.68    574.13    374.65    471.72 
   707    3511.83    407.17     90.26     57.57          293.72    280.96    186.76    224.65    103.58    548.98    452.72    574.17    374.63    471.65 
   708    3512.02    406.98     90.26     57.58          293.76    280.95    186.77    224.63    103.59    548.99    452.73    574.23    374.69    471.68 
   709    3511.77    407.23     90.26     57.56          293.75    280.93    186.77    224.64    103.58    549.02    452.72    574.08    374.67    471.62 
   710    3511.66    407.34     90.25     57.55          293.74    280.90    186.78    224.61    103.59    548.97    452.66    574.19    374.62    471.60 
   711    3511.81    407.19     90.26     57.56          293.73    280.92    186.81    224.62    103.59    548.94    452.69    574.19    374.70    471.63 
   712    3511.76    407.24     90.25     57.54          293.73    280.88    186.76    224.59    103.59    548.96    452.70    574.25    374.66    471.65 
   713    3511.91    407.09     90.26     57.54          293.70    280.89    186.77    224.59    103.56    549.00    452.70    574.30    374.73    471.67 
   714    3512.03    406.97     90.26     57.55          293.72    280.89    186.80    224.57    103.57    549.04    452.68    574.31    374.70    471.75 
   715    3512.02    406.98     90.26     57.55          293.74    280.87    186.81    224.55    103.57    549.08    452.60    574.37    374.67    471.76 
   716    3511.80    407.20     90.25     57.53          293.72    280.86    186.83    224.52    103.57    549.05    452.53    574.30    374.62    471.80 
   717    3511.99    407.01     90.26     57.55          293.71    280.88    186.83    224.52    103.59    549.02    452.57    574.37    374.70    471.80 
   718    3511.77    407.23     90.26     57.55          293.69    280.84    186.82    224.49    103.64    549.04    452.50    574.28    374.68    471.79 
   719    3511.55    407.45     90.25     57.54          293.71    280.84    186.85    224.45    103.65    549.06    452.47    574.13    374.64    471.76 
   720    3511.55    407.45     90.25     57.55          293.71    280.87    186.82    224.47    103.67    549.09    452.44    574.11    374.59    471.78 
   721    3511.60    407.40     90.26     57.58          293.72    280.89    186.80    224.46    103.72    549.02    452.47    574.10    374.68    471.74 
   722    3511.68    407.32     90.26     57.59          293.71    280.93    186.79    224.43    103.75    549.02    452.51    574.12    374.67    471.75 
   723    3511.70    407.30     90.26     57.58          293.71    280.98    186.79    224.41    103.73    548.99    452.53    574.18    374.63    471.76 
   724    3511.66    407.34     90.26     57.57          293.70    281.00    186.78    224.36    103.73    549.05    452.49    574.24    374.56    471.74 
   725    3511.37    407.63     90.25     57.54          293.69    281.02    186.75    224.36    103.73    548.95    452.46    574.14    374.57    471.69 
   726    3511.43    407.57     90.25     57.55          293.66    281.03    186.71    224.34    103.76    548.95    452.44    574.18    374.62    471.73 
   727    3511.44    407.56     90.25     57.54          293.67    281.06    186.69    224.33    103.74    549.00    452.44    574.16    374.63    471.72 
   728    3511.26    407.74     90.25     57.51          293.67    281.05    186.69    224.33    103.71    548.91    452.49    574.06    374.70    471.65 
   729    3511.30    407.70     90.25     57.52          293.70    281.00    186.70    224.32    103.72    548.96    452.47    574.13    374.62    471.67 
   730    3511.28    407.72     90.25     57.52          293.71    280.97    186.73    224.30    103.72    548.96    452.45    574.13    374.69    471.62 
   731    3511.37    407.63     90.25     57.54          293.71    281.00    186.72    224.34    103.73    548.99    452.43    574.12    374.68    471.63 
   732    3511.19    407.81     90.25     57.52          293.71    281.00    186.71    224.31    103.74    549.00    452.35    574.09    374.66    471.62 
   733    3511.30    407.70     90.25     57.53          293.70    280.98    186.70    224.35    103.73    549.04    452.29    574.11    374.73    471.67 
   734    3511.25    407.75     90.25     57.52          293.69    280.95    186.70    224.34    103.72    549.05    452.33    574.03    374.71    471.72 
   735    3511.23    407.77     90.25     57.53          293.70    280.96    186.76    224.32    103.73    549.08    452.38    573.96    374.69    471.66 
   736    3511.19    407.81     90.25     57.52          293.71    280.98    186.80    224.29    103.71    549.08    452.36    573.99    374.66    471.61 
   737    3511.15    407.85     90.25     57.51          293.68    280.96    186.84    224.27    103.71    549.04    452.32    574.02    374.68    471.63 
   738    3511.13    407.87     90.25     57.51          293.69    280.87    186.85    224.28    103.72    549.04    452.32    574.06    374.70    471.59 
   739    3510.91    408.09     90.24     57.50          293.67    280.85    186.85    224.28    103.73    548.95    452.31    573.99    374.75    471.54 
   740    3510.69    408.31     90.24     57.49          293.67    280.82    186.84    224.30    103.74    548.87    452.28    574.02    374.70    471.45 
   741    3510.63    408.37     90.24     57.46          293.66    280.76    186.83    224.31    103.73    548.79    452.24    574.11    374.67    471.54 
   742    3510.68    408.32     90.24     57.47          293.68    280.80    186.85    224.31    103.72    548.82    452.25    574.09    374.65    471.51 
   743    3510.74    408.26     90.24     57.50          293.68    280.82    186.88    224.32    103.73    548.84    452.29    574.05    374.66    471.48 
   744    3510.67    408.33     90.24     57.48          293.59    280.84    186.87    224.35    103.73    548.80    452.32    573.98    374.69    471.51 
   745    3510.55    408.45     90.24     57.47          293.59    280.86    186.85    224.31    103.73    548.87    452.31    573.91    374.67    471.46 
   746    3510.63    408.37     90.24     57.49          293.62    280.89    186.85    224.29    103.75    548.91    452.34    573.79    374.66    471.54 
   747    3510.75    408.25     90.24     57.50          293.62    280.93    186.85    224.27    103.76    548.82    452.44    573.79    374.69    471.58 
   748    3510.50    408.50     90.24     57.48          293.64    280.95    186.78    224.24    103.77    548.83    452.43    573.72    374.62    471.52 
   749    3510.46    408.54     90.24     57.48          293.64    280.93    186.77    224.27    103.76    548.84    452.44    573.71    374.65    471.46 
   750    3510.39    408.61     90.23     57.48          293.64    280.87    186.76    224.27    103.77    548.90    452.44    573.67    374.62    471.46 
   751    3510.58    408.42     90.24     57.49          293.63    280.91    186.78    224.28    103.77    548.91    452.46    573.75    374.60    471.49 
   752    3510.60    408.40     90.24     57.50          293.63    280.91    186.80    224.26    103.78    548.84    452.49    573.78    374.58    471.54 
   753    3510.56    408.44     90.24     57.48          293.64    280.91    186.80    224.24    103.77    548.78    452.50    573.77    374.57    471.59 
   754    3510.30    408.70     90.23     57.44          293.59    280.88    186.78    224.19    103.76    548.70    452.53    573.73    374.54    471.59 
   755    3510.36    408.64     90.23     57.44          293.57    280.87    186.80    224.19    103.74    548.74    452.56    573.76    374.54    471.59 
   756    3510.23    408.77     90.23     57.41          293.47    280.90    186.80    224.21    103.74    548.65    452.47    573.84    374.57    471.57 
   757    3510.03    408.97     90.22     57.40          293.50    280.89    186.80    224.20    103.74    548.57    452.48    573.80    374.55    471.50 
   758    3510.18    408.82     90.22     57.40          293.49    280.88    186.78    224.20    103.73    548.59    452.55    573.90    374.53    471.53 
   759    3510.38    408.62     90.23     57.39          293.45    280.94    186.79    224.21    103.69    548.58    452.62    573.94    374.62    471.53 
   760    3510.35    408.65     90.23     57.40          293.49    280.91    186.78    224.21    103.71    548.50    452.62    573.94    374.64    471.54 
   761    3510.38    408.62     90.23     57.41          293.48    280.91    186.78    224.24    103.70    548.53    452.68    573.87    374.59    471.60 
   762    3510.63    408.37     90.23     57.42          293.51    280.89    186.79    224.29    103.68    548.55    452.68    573.92    374.65    471.68 
   763    3510.56    408.44     90.23     57.41          293.50    280.93    186.78    224.28    103.67    548.49    452.75    573.88    374.62    471.67 
   764    3510.59    408.41     90.23     57.43          293.52    280.92    186.77    224.31    103.68    548.49    452.79    573.83    374.60    471.70 
   765    3510.60    408.40     90.23     57.42          293.50    280.95    186.78    224.29    103.67    548.51    452.80    573.85    374.56    471.68 
   766    3510.57    408.43     90.23     57.41          293.48    280.91    186.76    224.32    103.66    548.52    452.75    573.87    374.55    471.75 
   767    3510.60    408.40     90.23     57.41          293.50    280.92    186.76    224.31    103.66    548.54    452.70    573.86    374.57    471.79 
   768    3510.57    408.43     90.23     57.41          293.51    280.87    186.75    224.32    103.67    548.44    452.75    573.90    374.52    471.84 
   769    3510.58    408.42     90.23     57.42          293.51    280.84    186.75    224.30    103.69    548.50    452.71    573.95    374.48    471.86 
   770    3510.66    408.34     90.23     57.41          293.54    280.85    186.76    224.26    103.68    548.45    452.72    573.93    374.56    471.92 
   771    3510.67    408.33     90.23     57.41          293.51    280.84    186.77    224.24    103.68    548.47    452.74    573.92    374.55    471.95 
   772    3510.64    408.36     90.23     57.41          293.51    280.82    186.72    224.25    103.69    548.54    452.73    573.92    374.51    471.96 
   773    3510.68    408.32     90.23     57.42          293.51    280.83    186.76    224.26    103.68    548.55    452.68    573.84    374.56    472.00 
   774    3510.63    408.37     90.23     57.40          293.51    280.86    186.76    224.21    103.67    548.54    452.70    573.87    374.55    471.97 
   775    3510.61    408.39     90.23     57.38          293.50    280.89    186.73    224.18    103.66    548.45    452.72    573.88    374.59    472.00 
   776    3510.39    408.61     90.22     57.37          293.49    280.88    186.73    224.17    103.66    548.48    452.66    573.72    374.62    471.98 
   777    3510.57    408.43     90.23     57.37          293.49    280.87    186.75    224.16    103.66    548.52    452.67    573.76    374.69    472.00 
   
779	3510.29	408.71	90.22	57.34	293.46	280.89	186.74	224.17	103.63	548.5	452.66	573.7	374.66	471.88
780	3509.06	409.94	90.16	57.09	292.85	280.13	185.73	223.86	104.09	548.69	452.46	576.22	374.94	470.11
780	3510.14	408.86	90.16	56.99	292.74	280.39	186.35	223.29	103.51	551.96	450.71	573.07	376.19	471.92
779	3508.01	410.99	90.12	56.82	291.79	280.53	184.94	223.96	103.89	550.16	452.54	572.34	377.96	469.89

